,gene_symbol,alias
10405,ZNF148,ZNF148
10406,NMNAT3,NMNAT3
10407,SMIM12,SMIM12
10408,TPRA1,TPRA1
10409,YEATS2,YEATS2
10410,GRIK3,GRIK3
10411,ZC3H12A,ZC3H12A
10412,MEAF6,MEAF6
10413,SNIP1,SNIP1
10414,DNALI1,DNALI1
10415,POLR2H,POLR2H
10416,KLF15,KLF15
10417,CFAP100,CFAP100
10418,LIPH,LIPH
10419,TMEM41A,TMEM41A
10420,RPN1,RPN1
10421,SENP2,SENP2
10422,HEYL,HEYL
10423,IFT122,IFT122
10424,RHO,RHO
10425,IGF2BP2-AS1,IGF2BP2-AS1
10426,RFC4,RFC4
10427,RPL39L,RPL39L
10428,BAP1,BAP1
10429,TKT,TKT
10430,PRKCD,PRKCD
10431,RFT1,RFT1
10432,SFMBT1,SFMBT1
10433,GNL3,GNL3
10434,PBRM1,PBRM1
10435,UVSSA,UVSSA
10436,TASOR,FAM208A
10437,ARHGEF3,ARHGEF3
10438,SLBP,SLBP
10439,LRPAP1,LRPAP1
10440,ZDHHC19,ZDHHC19
10441,SLC51A,SLC51A
10442,UBXN7,UBXN7
10443,RNF168,RNF168
10444,PIGX,PIGX
10445,MELTF,MELTF
10446,OTOP1,OTOP1
10447,S100P,S100P
10448,ABLIM2,ABLIM2
10449,EXO5,EXO5
10450,C1orf50,C1orf50
10451,ERMAP,ERMAP
10452,ZNF691,ZNF691
10453,AIMP1,AIMP1
10454,SGMS2,SGMS2
10455,METAP1,METAP1
10456,DNAJB14,DNAJB14
10457,H2AZ1,H2AFZ
10458,EMCN,EMCN
10459,SLC9B1,SLC9B1
10460,SLC9B2,SLC9B2
10461,BDH2,BDH2
10462,PGRMC2,PGRMC2
10463,CDC25A,CDC25A
10464,CAMP,CAMP
10465,ZNF589,ZNF589
10466,FBXW12,FBXW12
10467,PLXNB1,PLXNB1
10468,CCDC51,CCDC51
10469,ATRIP,ATRIP
10470,SHISA5,SHISA5
10471,SPRY1,SPRY1
10472,BSN,BSN
10473,APEH,APEH
10474,INTU,INTU
10475,RNF123,RNF123
10476,HSPA4L,HSPA4L
10477,MFSD8,MFSD8
10478,ABHD18,ABHD18
10479,MON1A,MON1A
10480,MST1R,MST1R
10481,RAD54L2,RAD54L2
10482,TEX264,TEX264
10483,DUSP7,DUSP7
10484,POC1A,POC1A
10485,PPM1M,PPM1M
10486,ETNPPL,ETNPPL
10487,WDR82,WDR82
10488,C4orf3,C4orf3
10489,PRSS12,PRSS12
10490,NDST3,NDST3
10491,HMGB2,HMGB2
10492,SAP30,SAP30
10493,SCRG1,SCRG1
10494,MAD2L1,MAD2L1
10495,ANXA5,ANXA5
10496,SMIM43,TMEM155
10497,ADAD1,ADAD1
10498,MAP9,MAP9
10499,GUCY1A1,GUCY1A1
10500,FBXO8,FBXO8
10501,CEP44,CEP44
10502,HPGD,HPGD
10503,ASB5,ASB5
10504,C4orf45,C4orf45
10505,TMEM144,TMEM144
10506,GASK1B,FAM198B
10507,NPY1R,NPY1R
10508,NAA15,NAA15
10509,IL15,IL15
10510,FAM160A1-DT,FAM160A1
10511,ARFIP1,ARFIP1
10512,ICE1,ICE1
10513,HHIP,HHIP
10514,ANAPC10,ANAPC10
10515,ABCE1,ABCE1
10516,OTUD4,OTUD4
10517,LSM6,LSM6
10518,TMEM184C,TMEM184C
10519,PRMT9,PRMT9
10520,ITGA2,ITGA2
10521,MOCS2,MOCS2
10522,SLC45A2,SLC45A2
10523,EDIL3,EDIL3
10524,TMEM161B,TMEM161B
10525,ELOVL7,ELOVL7
10526,NDUFAF2,NDUFAF2
10527,LMBRD2,LMBRD2
10528,RANBP3L,RANBP3L
10529,NIPBL,NIPBL
10530,RNF180,RNF180
10531,ADGRV1,ADGRV1
10532,SLC25A46,SLC25A46
10533,STARD4,STARD4
10534,PGGT1B,PGGT1B
10535,F2RL2,F2RL2
10536,CCDC112,CCDC112
10537,ANKRD33B,ANKRD33B
10538,CMBL,CMBL
10539,C5orf63,C5orf63
10540,PRRC1,PRRC1
10541,F2RL1,F2RL1
10542,AGGF1,AGGF1
10543,WDR41,WDR41
10544,PRDM9,PRDM9
10545,NDUFS4,NDUFS4
10546,SCGB3A2,SCGB3A2
10547,SPINK1,SPINK1
10548,HTR4,HTR4
10549,ESM1,ESM1
10550,GRPEL2,GRPEL2
10551,CDC20B,CDC20B
10552,ARSK,ARSK
10553,RHOBTB3,RHOBTB3
10554,GPX8,GPX8
10555,TIGD6,TIGD6
10556,SERINC5,SERINC5
10557,ENPP6,ENPP6
10558,CAGE1,CAGE1
10559,CASP3,CASP3
10560,PRIMPOL,PRIMPOL
10561,ERAP1,ERAP1
10562,ERAP2,ERAP2
10563,CMYA5,CMYA5
10564,EGFLAM,EGFLAM
10565,CFAP97,CFAP97
10566,RICTOR,RICTOR
10567,TENT2,TENT2
10568,EBF1,EBF1
10569,ANKRA2,ANKRA2
10570,UBLCP1,UBLCP1
10571,UTP15,UTP15
10572,TLR3,TLR3
10573,KLKB1,KLKB1
10574,NSA2,NSA2
10575,GFM2,GFM2
10576,TERT,TERT
10577,SLC6A18,SLC6A18
10578,CCDC127,CCDC127
10579,FOXQ1,FOXQ1
10580,LINC01600,LINC01600
10581,ADGRF2,ADGRF2
10582,SEPTIN8,SEPT8
10583,SHROOM1,SHROOM1
10584,GDF9,GDF9
10585,UQCRQ,UQCRQ
10586,LEAP2,LEAP2
10587,GJB7,GJB7
10588,GRIK2,GRIK2
10589,CGAS,CGAS
10590,FABP7,FABP7
10591,TXLNB,TXLNB
10592,CITED2,CITED2
10593,CALHM4,CALHM4
10594,TBXT,TBXT
10595,CREBRF,CREBRF
10596,DCBLD1,DCBLD1
10597,SFXN1,SFXN1
10598,SAMD3,SAMD3
10599,TMEM200A,TMEM200A
10600,IL22RA2,IL22RA2
10601,PDSS2,PDSS2
10602,SPATA48,SPATA48
10603,STXBP5,STXBP5
10604,IL31RA,IL31RA
10605,ANKRD55,ANKRD55
10606,RAET1E,RAET1E
10607,PI16,PI16
10608,TBX20,TBX20
10609,DAGLB,DAGLB
10610,KIAA0895,KIAA0895
10611,STK17A,STK17A
10612,TRA2A,TRA2A
10613,FAM183BP,FAM183BP
10614,GALNT10,GALNT10
10615,SAP30L,SAP30L
10616,RPS14,RPS14
10617,HCN1,HCN1
10618,MYOZ3,MYOZ3
10619,COG5,COG5
10620,BMT2,BMT2
10621,GPR85,GPR85
10622,SLU7,SLU7
10623,RP9,RP9
10624,PTTG1,PTTG1
10625,CAMLG,CAMLG
10626,BMPER,BMPER
10627,SMAD5-AS1,SMAD5-AS1
10628,KCNK5,KCNK5
10629,KIF6,KIF6
10630,ZNF12,ZNF12
10631,SLC29A4,SLC29A4
10632,STEAP1,STEAP1
10633,CDCA7L,CDCA7L
10634,MIOS,MIOS
10635,ELAPOR2,KIAA1324L
10636,USP49,USP49
10637,INTS4P1,INTS4P1
10638,SYTL3,SYTL3
10639,IQUB,IQUB
10640,HEY1,HEY1
10641,ZNF704,ZNF704
10642,FABP5,FABP5
10643,SHH,SHH
10644,TAGAP,TAGAP
10645,COL1A2,COL1A2
10646,FNDC1,FNDC1
10647,CHMP4C,CHMP4C
10648,SLC13A4,SLC13A4
10649,BRI3,BRI3
10650,LMTK2,LMTK2
10651,CTSB,CTSB
10652,SOX17,SOX17
10653,DLC1,DLC1
10654,ADCY1,ADCY1
10655,C8orf48,C8orf48
10656,SUN3,SUN3
10657,C7orf57,C7orf57
10658,HNF4G,HNF4G
10659,PEX2,PEX2
10660,RAD21,RAD21
10661,SLC30A8,SLC30A8
10662,MED30,MED30
10663,TNFRSF11B,TNFRSF11B
10664,SBSPON,SBSPON
10665,PHKG1,PHKG1
10666,CSMD3,CSMD3
10667,SPIDR,SPIDR
10668,ORC5,ORC5
10669,DNAAF5,DNAAF5
10670,DEFA4,DEFA4
10671,OSGIN2,OSGIN2
10672,DEFB1,DEFB1
10673,SUN1,SUN1
10674,OXR1,OXR1
10675,TMEM74,TMEM74
10676,FAM86FP,FAM86FP
10677,GPR146,GPR146
10678,GPER1,GPER1
10679,TMEM184A,TMEM184A
10680,NOS3,NOS3
10681,MICALL2,MICALL2
10682,CA3,CA3
10683,INTS1,INTS1
10684,CDK5,CDK5
10685,SLC4A2,SLC4A2
10686,SLC7A13,SLC7A13
10687,FASTK,FASTK
10688,TMUB1,TMUB1
10689,FMC1,FMC1
10690,GBX1,GBX1
10691,PHAX,PHAX
10692,ALDH7A1,ALDH7A1
10693,FOXK1,FOXK1
10694,COX6C,COX6C
10695,OSR2,OSR2
10696,YWHAZ,YWHAZ
10697,BAALC,BAALC
10698,FZD6,FZD6
10699,CTHRC1,CTHRC1
10700,SLC25A32,SLC25A32
10701,DCAF13,DCAF13
10702,DCSTAMP,DCSTAMP
10703,TP53INP1,TP53INP1
10704,INTS8,INTS8
10705,VIRMA,VIRMA
10706,FREM1,FREM1
10707,GEM,GEM
10708,PDP1,PDP1
10709,TMEM67,TMEM67
10710,WASHC5,WASHC5
10711,RPP25L,RPP25L
10712,FAM219A,FAM219A
10713,C9orf24,C9orf24
10714,SNAPC3,SNAPC3
10715,MYORG,MYORG
10716,NUDT2,NUDT2
10717,TMEM65,TMEM65
10718,PSIP1,PSIP1
10719,CCDC171,CCDC171
10720,UBAP1,UBAP1
10721,DIRAS2,DIRAS2
10722,SYK,SYK
10723,NIPSNAP3B,NIPSNAP3B
10724,ABCA1,ABCA1
10725,NFIL3,NFIL3
10726,LETM2,LETM2
10727,METTL2B,METTL2B
10728,FXN,FXN
10729,ZMAT4,ZMAT4
10730,TMEM71,TMEM71
10731,MAMDC2,MAMDC2
10732,CPA6,CPA6
10733,C8orf34,C8orf34
10734,TMC1,TMC1
10735,ALDH1A1,ALDH1A1
10736,KDM1B,KDM1B
10737,HGSNAT,HGSNAT
10738,RASEF,RASEF
10739,GKAP1,GKAP1
10740,KIF27,KIF27
10741,C9orf64,C9orf64
10742,HNRNPK,HNRNPK
10743,SSMEM1,SSMEM1
10744,ENSG00000165121,ENSG00000165121
10745,SVEP1,SVEP1
10746,TRPV6,TRPV6
10747,ANKS6,ANKS6
10748,FBP1,FBP1
10749,TMEM246-AS1,TMEM246
10750,CFAP47,CFAP47
10751,DYNLT3,DYNLT3
10752,METTL27,METTL27
10753,MID1IP1,MID1IP1
10754,NCF1C,NCF1C
10755,SHOC1,C9orf84
10756,CXorf58,CXorf58
10757,KIAA1958,KIAA1958
10758,PTCHD1,PTCHD1
10759,ASB11,ASB11
10760,PCDH19,PCDH19
10761,PIGA,PIGA
10762,VEGFD,VEGFD
10763,STRBP,STRBP
10764,CLDN3,CLDN3
10765,GAPVD1,GAPVD1
10766,CARD19,CARD19
10767,WNK2,WNK2
10768,ATP7A,ATP7A
10769,ZNF367,ZNF367
10770,NLGN4Y,NLGN4Y
10771,HDX,HDX
10772,NDUFB6,NDUFB6
10773,AQP7,AQP7
10774,NOL6,NOL6
10775,AQP3,AQP3
10776,TRMT10B,TRMT10B
10777,VCP,VCP
10778,PIGO,PIGO
10779,STOML2,STOML2
10780,BRWD3,BRWD3
10781,SLITRK5,SLITRK5
10782,MELK,MELK
10783,ARMC3,ARMC3
10784,OTUD1,OTUD1
10785,ARHGAP12,ARHGAP12
10786,FAT3,FAT3
10787,DEUP1,DEUP1
10788,HECTD2,HECTD2
10789,FBXO33,FBXO33
10790,INTS6L,INTS6L
10791,LRFN5,LRFN5
10792,WRN,WRN
10793,MARCHF8,MARCH8
10794,TSHR,TSHR
10795,CFL2,CFL2
10796,SUGT1,SUGT1
10797,GTF2A1,GTF2A1
10798,ZCCHC24,ZCCHC24
10799,PGM2L1,PGM2L1
10800,PHYHIPL,PHYHIPL
10801,SLC16A9,SLC16A9
10802,FOLR2,FOLR2
10803,INPPL1,INPPL1
10804,PHOX2A,PHOX2A
10805,GJB2,GJB2
10806,CRYL1,CRYL1
10807,REEP3,REEP3
10808,HEPACAM,HEPACAM
10809,SKA3,SKA3
10810,MICU2,MICU2
10811,DDIAS,DDIAS
10812,PCF11,PCF11
10813,PKNOX2,PKNOX2
10814,LRR1,LRR1
10815,RPL36AL,RPL36AL
10816,DNAAF2,DNAAF2
10817,DEPP1,DEPP1
10818,MAGEC3,MAGEC3
10819,ZNF22-AS1,C10orf25
10820,ZNF22,ZNF22
10821,KLHDC2,KLHDC2
10822,EML5,EML5
10823,NEMF,NEMF
10824,RPUSD4,RPUSD4
10825,ARF6,ARF6
10826,TTC8,TTC8
10827,TMEM63C,TMEM63C
10828,NGB,NGB
10829,NOXRED1,NOXRED1
10830,CDX2,CDX2
10831,AMER2,AMER2
10832,AKR1E2,AKR1E2
10833,KBTBD6,KBTBD6
10834,OTX2,OTX2
10835,FAAH2,FAAH2
10836,DRGX,DRGX
10837,NUDT5,NUDT5
10838,DACT1,DACT1
10839,OXGR1,OXGR1
10840,UCMA,UCMA
10841,BEND7,BEND7
10842,ATP5F1C,ATP5F1C
10843,PRPF18,PRPF18
10844,TAF3,TAF3
10845,VSTM4,VSTM4
10846,VDAC2,VDAC2
10847,COMTD1,COMTD1
10848,SLC18A2,SLC18A2
10849,PDZD8,PDZD8
10850,ABRAXAS2,ABRAXAS2
10851,QSOX2,QSOX2
10852,FAM204A,FAM204A
10853,NSD1,NSD1
10854,PRDX3,PRDX3
10855,ENOX2,ENOX2
10856,GHITM,GHITM
10857,CLEC1B,CLEC1B
10858,SNAPC4,SNAPC4
10859,TMEM52B,TMEM52B
10860,PMPCA,PMPCA
10861,ENTR1,ENTR1
10862,FRMD7,FRMD7
10863,AK8,AK8
10864,SPACA9,SPACA9
10865,TSC1,TSC1
10866,GFI1B,GFI1B
10867,HPRT1,HPRT1
10868,BORCS5,BORCS5
10869,DIPK1B,FAM69B
10870,ZMYND19,ZMYND19
10871,STOX1,STOX1
10872,RET,RET
10873,DDX21,DDX21
10874,BMS1,BMS1
10875,STK32C,STK32C
10876,JCAD,JCAD
10877,OR4K2,OR4K2
10878,FUNDC2,FUNDC2
10879,PIP4P1,PIP4P1
10880,METTL17,METTL17
10881,NDRG2,NDRG2
10882,ARHGEF40,ARHGEF40
10883,NSMF,NSMF
10884,ZNF219,ZNF219
10885,C12orf50,C12orf50
10886,CASP7,CASP7
10887,PPP1R36,PPP1R36
10888,BTNL9,BTNL9
10889,CCDC186,CCDC186
10890,VWA2,VWA2
10891,METTL3,METTL3
10892,SALL2,SALL2
10893,TRUB1,TRUB1
10894,ERICH6B,ERICH6B
10895,ZFYVE1,ZFYVE1
10896,HSPA12A,HSPA12A
10897,SHLD2P1,SHLD2P1
10898,FRAT1,FRAT1
10899,UBTD1,UBTD1
10900,ANKRD2,ANKRD2
10901,E2F7,E2F7
10902,ARHGAP42,ARHGAP42
10903,ISCA2,ISCA2
10904,OTOGL,OTOGL
10905,LARGE2,LARGE2
10906,PACSIN3,PACSIN3
10907,TTC7B,TTC7B
10908,SLC39A13,SLC39A13
10909,PSMC3,PSMC3
10910,RAPSN,RAPSN
10911,AGBL2,AGBL2
10912,TC2N,TC2N
10913,CPSF2,CPSF2
10914,SMCO2,SMCO2
10915,MOAP1,MOAP1
10916,IFI27L1,IFI27L1
10917,IFI27,IFI27
10918,SERPINA12,SERPINA12
10919,CLMN,CLMN
10920,PDZRN4,PDZRN4
10921,SLC6A5,SLC6A5
10922,CCDC38,CCDC38
10923,NELL1,NELL1
10924,PTER,PTER
10925,C1QL3,C1QL3
10926,CACNB2,CACNB2
10927,HACD1,HACD1
10928,ARL5B,ARL5B
10929,SMCO4,SMCO4
10930,CEP295,CEP295
10931,KCNC2,KCNC2
10932,TAF1D,TAF1D
10933,ABTB2,ABTB2
10934,R3HCC1L,R3HCC1L
10935,AMOTL1,AMOTL1
10936,HTRA1,HTRA1
10937,LIPC,LIPC
10938,CEP57,CEP57
10939,TCP11L2,TCP11L2
10940,PASD1,PASD1
10941,SPRED1,SPRED1
10942,TMCO5A,TMCO5A
10943,GPR176,GPR176
10944,JAM3,JAM3
10945,ENSG00000166104,ENSG00000166104
10946,GLB1L3,GLB1L3
10947,ADAMTS15,ADAMTS15
10948,SVOP,SVOP
10949,GPT2,GPT2
10950,AMN,AMN
10951,RAB8B,RAB8B
10952,IKBIP,IKBIP
10953,RPUSD2,RPUSD2
10954,HIF1AN,HIF1AN
10955,ZFYVE19,ZFYVE19
10956,PPP1R14D,PPP1R14D
10957,SPINT1,SPINT1
10958,FBN1,FBN1
10959,AVPR1A,AVPR1A
10960,C16orf78,C16orf78
10961,DEPDC4,DEPDC4
10962,OPN1MW2,OPN1MW2
10963,BRD7,BRD7
10964,CKB,CKB
10965,TRMT61A,TRMT61A
10966,BTRC,BTRC
10967,POLL,POLL
10968,BAG5,BAG5
10969,DPCD,DPCD
10970,LARP6,LARP6
10971,API5,API5
10972,ASPG,ASPG
10973,ZNF319,ZNF319
10974,HPS6,HPS6
10975,SENP8,SENP8
10976,NOLC1,NOLC1
10977,ALKBH3,ALKBH3
10978,COPS2,COPS2
10979,GABRB3,GABRB3
10980,SPIC,SPIC
10981,SGPL1,SGPL1
10982,FRS2,FRS2
10983,CCT2,CCT2
10984,PCBD1,PCBD1
10985,ARIH1,ARIH1
10986,CLMP,CLMP
10987,SCN3B,SCN3B
10988,COX11,COX11
10989,ZNF202,ZNF202
10990,FAM227B,FAM227B
10991,STXBP4,STXBP4
10992,CYYR1,CYYR1
10993,CUL5,CUL5
10994,MYRFL,MYRFL
10995,WBP1L,WBP1L
10996,BORCS7,BORCS7
10997,C2,C2
10998,PLEKHF1,PLEKHF1
10999,TMEM100,TMEM100
11000,ANAPC16,ANAPC16
11001,SMPD1,SMPD1
11002,APBB1,APBB1
11003,SYNPO2L,SYNPO2L
11004,NUDT13,NUDT13
11005,C11orf65,C11orf65
11006,TRIM44,TRIM44
11007,ILK,ILK
11008,TAF10,TAF10
11009,TPP1,TPP1
11010,DCHS1,DCHS1
11011,NETO1,NETO1
11012,MSS51,MSS51
11013,CYB5A,CYB5A
11014,USP54,USP54
11015,RAG1,RAG1
11016,IFTAP,C11orf74
11017,WDR88,WDR88
11018,ATP9B,ATP9B
11019,PPFIBP2,PPFIBP2
11020,MOGAT2,MOGAT2
11021,CYB5R2,CYB5R2
11022,SERPINB7,SERPINB7
11023,GARRE1,KIAA0355
11024,SERPINB8,SERPINB8
11025,TUB,TUB
11026,RIC3,RIC3
11027,LMO1,LMO1
11028,IDH3A,IDH3A
11029,WDR72,WDR72
11030,CRABP1,CRABP1
11031,PLD4,PLD4
11032,ZMAT1,ZMAT1
11033,XRRA1,XRRA1
11034,TRIM66,TRIM66
11035,RNF169,RNF169
11036,RPL27A,RPL27A
11037,DENND2B,ST5
11038,CDYL2,CDYL2
11039,TMEM130,TMEM130
11040,PRTG,PRTG
11041,CENPN,CENPN
11042,AKIP1,AKIP1
11043,ATMIN,ATMIN
11044,TMEM41B,TMEM41B
11045,PKD1L2,PKD1L2
11046,LEO1,LEO1
11047,ZNF143,ZNF143
11048,TMX3,TMX3
11049,MFAP4,MFAP4
11050,WEE1,WEE1
11051,MAPK7,MAPK7
11052,FAM86GP,FAM86GP
11053,PRKCB,PRKCB
11054,HDGFL3,HDGFL3
11055,MCM7,MCM7
11056,CCDC68,CCDC68
11057,CLEC4E,CLEC4E
11058,ZNF3,ZNF3
11059,CLEC4D,CLEC4D
11060,ZSCAN21,ZSCAN21
11061,HSBP1P2,HSBP1P2
11062,RIMKLB,RIMKLB
11063,A2ML1,A2ML1
11064,BEAN1,BEAN1
11065,TK2,TK2
11066,TMED3,TMED3
11067,SLC38A8,SLC38A8
11068,SEC11C,SEC11C
11069,CPLX4,CPLX4
11070,GALR1,GALR1
11071,TMEM135,TMEM135
11072,IQCD,IQCD
11073,NDEL1,NDEL1
11074,CENPV,CENPV
11075,CDH16,CDH16
11076,RRAD,RRAD
11077,CIAO2B,CIAO2B
11078,CFAP52,CFAP52
11079,HSP90B1,HSP90B1
11080,MC4R,MC4R
11081,BLCAP,BLCAP
11082,SERPINB12,SERPINB12
11083,CHRFAM7A,CHRFAM7A
11084,ATF7IP2,ATF7IP2
11085,TVP23A,TVP23A
11086,BEX3,BEX3
11087,TMPRSS5,TMPRSS5
11088,COG1,COG1
11089,PLEKHA7,PLEKHA7
11090,ZNF606,ZNF606
11091,ZCCHC18,ZCCHC18
11092,B2M,B2M
11093,ZNF592,ZNF592
11094,GOLM2,CASC4
11095,HTR3A,HTR3A
11096,NNMT,NNMT
11097,ACSM1,ACSM1
11098,AP1G1,AP1G1
11099,SLFN5,SLFN5
11100,CATSPER2,CATSPER2
11101,STRCP1,STRCP1
11102,ZNF667-AS1,ZNF667-AS1
11103,BMERB1,C16orf45
11104,MARF1,MARF1
11105,SAAL1,SAAL1
11106,YPEL4,YPEL4
11107,PPIB,PPIB
11108,LDHC,LDHC
11109,CIAO2A,CIAO2A
11110,LDHAL6A,LDHAL6A
11111,FAM111A,FAM111A
11112,PCLAF,PCLAF
11113,KIF7,KIF7
11114,LDHD,LDHD
11115,PLIN1,PLIN1
11116,PEX11A,PEX11A
11117,MESP1,MESP1
11118,ANPEP,ANPEP
11119,SCNN1G,SCNN1G
11120,RBPMS2,RBPMS2
11121,NAV2,NAV2
11122,ANKDD1A,ANKDD1A
11123,GLYATL1,GLYATL1
11124,C18orf54,C18orf54
11125,DCTN5,DCTN5
11126,TERF2IP,TERF2IP
11127,PLK1,PLK1
11128,CLPX,CLPX
11129,GPR182,GPR182
11130,ZBTB39,ZBTB39
11131,CACNG2,CACNG2
11132,TAC3,TAC3
11133,MYO1A,MYO1A
11134,NEMP1,NEMP1
11135,NAB2,NAB2
11136,VPS39,VPS39
11137,STAT6,STAT6
11138,PATL1,PATL1
11139,ATP23,ATP23
11140,STX3,STX3
11141,MRPL16,MRPL16
11142,PIP4K2C,PIP4K2C
11143,MTMR10,MTMR10
11144,YWHAB,YWHAB
11145,C15orf48,C15orf48
11146,SCG5,SCG5
11147,GREM1,GREM1
11148,NYAP1,NYAP1
11149,TSC22D4,TSC22D4
11150,MS4A6E,MS4A6E
11151,MS4A14,MS4A14
11152,MS4A5,MS4A5
11153,DIS3L,DIS3L
11154,CCNDBP1,CCNDBP1
11155,EPB42,EPB42
11156,TGM6,TGM6
11157,SMAD3,SMAD3
11158,MS4A8,MS4A8
11159,CCDC178,CCDC178
11160,MS4A15,MS4A15
11161,MAP1A,MAP1A
11162,RCCD1,RCCD1
11163,AKTIP,AKTIP
11164,MAPRE2,MAPRE2
11165,EVA1C,EVA1C
11166,TCP10L2,TCP10L2
11167,MARS1,MARS
11168,MBD6,MBD6
11169,CNPY4,CNPY4
11170,PDIA3,PDIA3
11171,NUDT21,NUDT21
11172,NAT16,NAT16
11173,TERB2,TERB2
11174,NKX3-1,NKX3-1
11175,SGSM1,SGSM1
11176,ENSG00000167046,ENSG00000167046
11177,DUSP18,DUSP18
11178,TEF,TEF
11179,MEI1,MEI1
11180,B4GALNT2,B4GALNT2
11181,PBX3,PBX3
11182,GNGT2,GNGT2
11183,PHB,PHB
11184,SNRPD1,SNRPD1
11185,TTC16,TTC16
11186,SUN5,SUN5
11187,SAMD14,SAMD14
11188,PIP5KL1,PIP5KL1
11189,TMEM92,TMEM92
11190,FAM102A,FAM102A
11191,ACSF2,ACSF2
11192,GOLGA2,GOLGA2
11193,TRUB2,TRUB2
11194,COQ4,COQ4
11195,SLC27A4,SLC27A4
11196,ANKRD40CL,ANKRD40CL
11197,URM1,URM1
11198,CERCAM,CERCAM
11199,DOLPP1,DOLPP1
11200,CCDC103,CCDC103
11201,TBC1D21,TBC1D21
11202,PRRX2,PRRX2
11203,C15orf39,C15orf39
11204,ISLR2,ISLR2
11205,SP2,SP2
11206,PRR15L,PRR15L
11207,COQ7,COQ7
11208,GPRC5B,GPRC5B
11209,CRK,CRK
11210,GOLGA6C,GOLGA6C
11211,FBXO22,FBXO22
11212,TBC1D2B,TBC1D2B
11213,NOD2,NOD2
11214,SNX20,SNX20
11215,LOXHD1,LOXHD1
11216,KATNAL2,KATNAL2
11217,HDHD2,HDHD2
11218,ZNF91,ZNF91
11219,IGF2,IGF2
11220,RNF214,RNF214
11221,CDK12,CDK12
11222,DPEP2,DPEP2
11223,DUS2,DUS2
11224,POP5,POP5
11225,ENGASE,ENGASE
11226,RBFOX3,RBFOX3
11227,ATP5MG,ATP5MG
11228,CD3D,CD3D
11229,TBC1D16,TBC1D16
11230,TEPSIN,TEPSIN
11231,MYO5B,MYO5B
11232,ART5,ART5
11233,ACAA2,ACAA2
11234,STIM1,STIM1
11235,RRM1,RRM1
11236,OR51E2,OR51E2
11237,TRIM68,TRIM68
11238,MMP26,MMP26
11239,FN3K,FN3K
11240,PRRT2,PRRT2
11241,ZNF23,ZNF23
11242,IRGQ,IRGQ
11243,ZNF226,ZNF226
11244,ZNF180,ZNF180
11245,PPP2R3B,PPP2R3B
11246,ZNF668,ZNF668
11247,ZNF646,ZNF646
11248,LPO,LPO
11249,CA4,CA4
11250,TPM4,TPM4
11251,RAB8A,RAB8A
11252,GPX4,GPX4
11253,MIDN,MIDN
11254,JSRP1,JSRP1
11255,NIBAN3,FAM129C
11256,KLHL26,KLHL26
11257,GATAD2A,GATAD2A
11258,MVD,MVD
11259,CDT1,CDT1
11260,TRAPPC2L,TRAPPC2L
11261,ANKRD11,ANKRD11
11262,SPATA33,SPATA33
11263,PROCA1,PROCA1
11264,RPL13,RPL13
11265,ZNF641,ZNF641
11266,CACNB3,CACNB3
11267,DHRS13,DHRS13
11268,KMT2D,KMT2D
11269,CORO6,CORO6
11270,RHEBL1,RHEBL1
11271,TUBA1A,TUBA1A
11272,TUBA1C,TUBA1C
11273,ZNF610,ZNF610
11274,ZNF528,ZNF528
11275,ZNF701,ZNF701
11276,SERTAD3,SERTAD3
11277,NCKAP5L,NCKAP5L
11278,RAB4B,RAB4B
11279,GPD1,GPD1
11280,PROSER3,PROSER3
11281,CYP2S1,CYP2S1
11282,AXL,AXL
11283,NFKBID,NFKBID
11284,TMC4,TMC4
11285,ANKRD33,ANKRD33
11286,LAIR1,LAIR1
11287,TTYH1,TTYH1
11288,LENG8,LENG8
11289,CDC42EP5,CDC42EP5
11290,LAIR2,LAIR2
11291,TMEM145,TMEM145
11292,ZNF526,ZNF526
11293,TRAPPC9,TRAPPC9
11294,KIR3DL1,KIR3DL1
11295,NLRP7,NLRP7
11296,ZNF146,ZNF146
11297,ZNF283,ZNF283
11298,PPP1R14A,PPP1R14A
11299,SPINT2,SPINT2
11300,YIF1B,YIF1B
11301,DNAAF3,DNAAF3
11302,PSCA,PSCA
11303,ATCAY,ATCAY
11304,DAPK3,DAPK3
11305,EEF2,EEF2
11306,TMIGD2,TMIGD2
11307,CHAF1A,CHAF1A
11308,UBXN6,UBXN6
11309,HDGFL2,HDGFL2
11310,PLIN4,PLIN4
11311,SEMA6B,SEMA6B
11312,ZNF444,ZNF444
11313,NXN,NXN
11314,TLCD3A,FAM57A
11315,GLOD4,GLOD4
11316,MFSD3,MFSD3
11317,GPT,GPT
11318,KIFC2,KIFC2
11319,SLC43A2,SLC43A2
11320,RILP,RILP
11321,SERPINF2,SERPINF2
11322,WDR81,WDR81
11323,SRR,SRR
11324,TSR1,TSR1
11325,TRPV3,TRPV3
11326,CYB5D2,CYB5D2
11327,GGT6,GGT6
11328,C19orf48,C19orf48
11329,KLK1,KLK1
11330,KLK2,KLK2
11331,KLK5,KLK5
11332,KLK11,KLK11
11333,KLK13,KLK13
11334,ZNF83,ZNF83
11335,ACER1,ACER1
11336,OTUB1,OTUB1
11337,RCOR2,RCOR2
11338,ANGPTL4,ANGPTL4
11339,ENSG00000167774,ENSG00000167774
11340,CD320,CD320
11341,SPRYD3,SPRYD3
11342,IGFBP6,IGFBP6
11343,SOAT2,SOAT2
