Mixture,T cell CD8,Tumor cells,B cell,Plasma cell,T cell regulatory,Mast cell,T cell CD4,Macrophage,Alveolar cell type 2,NK cell,Monocyte,Neutrophils,cDC2,Macrophage alveolar,transitional club/AT2,Alveolar cell type 1,pDC,Ciliated,Endothelial cell,cDC1,Club,DC mature,Stromal,P-value,Correlation,RMSE,Absolute score (sig.score)
LUAD_TCGA-05-4244_T,0,1.17247463584179,2.26317504380796,0.112656116354671,2.32739156836926,1.66206414423584,1.3697458676749,0,3.59461265142812,2.45088334819277,4.85832381520077,0.0113700274475441,4.22117817626654,7.66724657419942,23.4915735318888,0.870100779899293,1.92821705446424,0.588316863841711,2.29022637288523,0,0,0.591804824580191,1.86087475061726,0,0.726785389566139,0.81395108699933,63.3322361471963
LUAD_TCGA-05-4249_T,0,4.58313206223092,2.9729921718103,2.86455413506564,2.18314989801088,1.56239860783241,3.6897673426529,4.28589999190745,1.47641217334339,3.07191093856741,1.0371997704557,0.389395480447327,5.10024275497724,0.470642514981099,16.4801318372048,0.76013326800964,2.49888706490949,1.27070670868775,4.50954641493453,2.36872376564038,0,1.17596046302426,3.25879086427845,0,0.774230586900097,0.833610398828209,66.010578228972
LUAD_TCGA-05-4250_T,0.793265266118594,9.28411761271726,1.24652709076736,0.49390464683333,3.73808221748799,1.78553141220035,1.07343430875641,7.26916900447532,0.417244912258525,3.45114858998066,0,0.849988711902602,4.13211331699044,2.69260759626813,3.07856389324577,1.16249186169914,2.15359892366703,1.23998463462461,3.21598666056636,0.610725580280486,0.0779418688009518,2.80056976279463,7.02530123270423,0,0.604379231826857,0.937773593851239,58.5922991051402
LUAD_TCGA-05-4382_T,0,6.98274295365251,2.77804402906422,6.00005540642313,2.82745702148136,1.51333741158369,2.08049944344464,18.1980807780558,0,3.7901862033864,0,1.03221389000257,0,0.0873994064870407,3.40555111587041,2.73928543123242,0.813283714926467,0.880739115671525,2.02465909768821,2.4817540862762,0,0.634125045313444,7.13856152934652,0,0.880426850801454,0.714816105718569,65.4079756799065
LUAD_TCGA-05-4384_T,0,5.57219742852079,2.16597713700628,0.441843965770994,1.66715099085452,2.51605199848157,2.6770324312612,1.3291286529308,8.43720990240048,2.94596016438574,1.81349466455996,0.176138853161109,0,7.72865846336165,13.7044728718582,2.78842405060428,2.24875414539244,0.80469886914883,4.7664268953375,2.08851385969556,0.153733749684586,1.17286494433929,2.16411758273951,0,0.879000746352849,0.686546749346612,67.3628516214953
LUAD_TCGA-05-4389_T,0.863576945421691,8.59245795815239,1.7351431996447,0.950545516910604,3.1367475160981,0.418364056901142,0.983127444484843,7.18506391578048,0,3.27354599090637,0.863185431652101,0.207764695372739,1.78188834980684,5.25393725497316,9.65320952547034,0.05934786545881,1.55011916496445,1.95910741895633,1.35170386839459,2.52472553179638,0.0313924388797201,0.881893410808258,1.61244338701643,0,0.617906473854014,0.919328248685145,54.8692908878505
LUAD_TCGA-05-4390_T,0,4.33425151269557,1.41576321471255,6.54808962338181,2.78421412781282,1.0450416778185,2.33288123671088,4.32886246166631,0.240809868821688,1.87076729893473,0,1.11078902399695,2.50087464097916,0.71463716205861,20.3257081539035,0,1.97526998559887,0.880740256194179,2.28504149477589,1.03783996720897,0,0.522384008772596,5.64687374890967,0,0.778661126511495,0.724455331251508,61.9008394649533
LUAD_TCGA-05-4395_T,1.41328184668474,15.6615042547383,0,0.589857706256991,1.9905763947122,3.09876514712837,0.476982205526949,5.62461388943003,0,2.7869844958383,5.83535115644845,1.56010089184789,0,0,0.648272988944453,1.92339237355277,2.75836649923696,3.11301731975672,3.06573275888281,0.920131198931069,0.0352092339157955,2.2314415942119,2.10063948320766,0,0.562731256613072,0.93021846631781,55.8342214392523
LUAD_TCGA-05-4396_T,0,1.80253082639094,0.671466383225125,0.853464936970196,3.27089359228589,0.368836330380113,0.302876749189326,0.16494250180618,0,1.39062925162612,0,0.507959997727002,1.59957905645332,2.00716642518779,38.0360372456193,0.349719539012561,2.16148249331713,3.55733205359753,3.96383753947202,3.47575696034665,1.38338243383798,0.813486693675954,3.10477211604714,0,0.447003878068551,0.910202809564431,69.7861531261682
LUAD_TCGA-05-4397_T,1.27232628963931,4.81845105237315,0.511686911648788,0.805879337242657,1.89189965437608,3.25736841214624,0,13.333001990244,0,2.19278673567889,0,0.785294143227324,0,3.25062018058727,0.422567045829718,0.149276327522522,2.37550251788424,4.37023851892147,2.5397276355115,3.58984043156254,0.00864299645563295,1.45234199138308,3.49605360813937,0,0.535410228023965,0.939151032181382,50.5235057803738
LUAD_TCGA-05-4398_T,0,10.1100748507673,2.39372455217418,3.41467152316216,2.95338135975103,1.34313875436776,2.96998388785715,11.4862916503571,0.0785371713475383,3.04663271934391,3.9614461995948,0.94593713182686,0.849196568749937,0.721642932702719,2.65275092596615,1.51845535948414,1.24310082416641,0.664060235545366,1.63243948498398,0.318701611736471,0.0309517679371062,1.21807766609751,5.1506248220805,0,0.79629180770017,0.824205453611934,58.703822
LUAD_TCGA-05-4402_T,0,7.5204177863379,2.74170490551602,3.50266260779925,2.1512999484465,1.925471973438,1.51205222525524,7.18587441906737,0,3.55739078607718,0.522754263964161,0.616682030411915,0,1.5743331310595,10.9181627665064,3.99692109325275,1.65559409643207,3.30980269451927,2.05444595790316,1.78915307581844,0.216867632029395,1.45941091671754,3.8433401076723,0,0.818197178901524,0.816731318871862,62.0543424182243
LUAD_TCGA-05-4403_T,0,7.44407983645527,1.91412885179459,1.07345871524176,2.50427130768232,1.55894772679031,3.52550410458027,5.33779595040807,3.90489747289973,3.63577349425658,0.692585244100257,0.153236788280542,4.78177103170773,8.0553928819274,1.61069413748597,2.98117638017728,1.44307539497005,4.25788426389888,3.16279910222817,4.26801655588086,3.03492980230392,0.407155103967971,2.91388589268168,0,0.689501092399767,0.876542923432965,68.6614600397196
LUAD_TCGA-05-4405_T,0,5.3655083653662,1.93659645890793,4.78196486153509,2.86865943289702,0.53273082625451,2.01587643420288,6.35130030496543,1.02968496136879,3.50380426611771,0.350543782307085,0.810048162189816,3.58844586340278,0.79156636559072,13.5763151538834,2.24227726743323,1.84523862712756,1.24222074200848,3.4003830579548,0.881960232893133,0.398925720467849,1.04996494698824,8.99667046520274,0,0.766965169968419,0.797029166041384,67.5606862990654
LUAD_TCGA-05-4410_T,1.01911324758681,1.28277888983769,1.92037114321389,6.44090122047908,1.87866387849314,0.212136223908248,0.992307368477878,2.05354334501848,0.0445340314770983,3.56775006121032,2.5051061706763,0,2.324989898439,6.07965779580828,23.2255659540597,0.510021790558485,2.9510281285102,1.41478825534862,1.95499333714702,0,1.05873445802143,2.13995660553378,1.89898338077398,0,0.72854446685038,0.760497378299678,65.4759251845794
