Run,cell_type
SRR10784874,T cell CD4
SRR10782704,other C19
SRR10789243,Mast cell
SRR10786577,Mast cell
SRR10777621,Alveolar cell type 2
SRR10777985,Fibroblast adventitial
SRR10779797,Macrophage
SRR10788429,Monocyte non-conventional
SRR10779599,Mast cell
SRR10786669,Mast cell
SRR10787346,cDC2
SRR10784307,Macrophage
SRR10796830,cDC2
SRR10779160,Plasma cell
SRR10783600,Ciliated
SRR10789262,Basal
SRR10794635,Macrophage
SRR10782065,Basal
SRR10795322,Monocyte non-conventional
SRR10794497,Macrophage
SRR10795787,Fibroblast adventitial
SRR10787145,T cell regulatory
SRR10791581,Basal
SRR10790610,T cell CD4
SRR10787555,T cell CD8
SRR10787195,Endothelial cell
SRR10785614,Epithelial cell other C1
SRR10792971,Club
SRR10796188,B cell
SRR10789642,Basal
SRR10797108,Endothelial cell
SRR10780051,Epithelial cell other C5
SRR10788320,Macrophage
SRR10780049,T cell CD8
SRR10788834,Fibroblast adventitial
SRR10784553,DC mature
SRR10784610,T cell CD4
SRR10796304,T cell CD4
SRR10782945,other C17
SRR10794133,Smooth muscle cell
SRR10787869,Epithelial cell other C5
SRR10788652,cDC2
SRR10793019,Basal
SRR10777297,Basal
SRR10783468,Endothelial cell lymphatic
SRR10789023,Fibroblast adventitial
SRR10781660,T cell CD4
SRR10797111,Plasma cell
SRR10777415,Macrophage
SRR10783129,Club
SRR10795943,Plasma cell
SRR10797393,Plasma cell
SRR10795584,Fibroblast adventitial
SRR10788192,Epithelial cell other C5
SRR10778203,T cell CD4
SRR10790652,Macrophage
SRR10787410,Pericyte
SRR10783388,Monocyte non-conventional
SRR10782973,Epithelial cell other C5
SRR10794792,Monocyte conventional
SRR10782030,T cell dividing
SRR10780707,DC mature
SRR10783092,DC mature
SRR10791160,Mesothelial
SRR10790069,pDC
SRR10797550,DC mature
SRR10797766,NK cell
SRR10783629,Epithelial cell other C1
SRR10784369,Basal
SRR10798058,Endothelial cell
SRR10793016,Basal
SRR10787155,Club
SRR10798412,T cell CD4
SRR10789149,DC mature
SRR10782664,Epithelial cell other C5
SRR10794698,Plasma cell
SRR10784911,Epithelial cell other C4
SRR10790065,Fibroblast alveolar
SRR10793419,Endothelial cell
SRR10786511,DC mature
SRR10792739,NK cell
SRR10789926,B cell
SRR10791909,Monocyte conventional
SRR10791633,Macrophage
SRR10785545,Fibroblast adventitial
SRR10789662,Epithelial cell other C1
SRR10782537,Mast cell
SRR10781361,Macrophage
SRR10797491,cDC2
SRR10779381,Alveolar cell type 1
SRR10794532,T cell dividing
SRR10795016,Smooth muscle cell
SRR10787254,Fibroblast adventitial
SRR10795474,Basal
SRR10793014,T cell regulatory
SRR10786133,T cell CD8
SRR10792052,Epithelial cell other C1
SRR10781733,T cell regulatory
SRR10782837,Monocyte non-conventional
SRR10784823,Fibroblast adventitial
SRR10785343,Fibroblast alveolar
SRR10792843,Fibroblast adventitial
SRR10794172,Basal
SRR10783466,cDC2
SRR10790473,Monocyte non-conventional
SRR10783897,Plasma cell
SRR10784811,Epithelial cell other C5
SRR10781711,Macrophage
SRR10792740,T cell dividing
SRR10791153,T cell CD4
SRR10783886,Mesothelial
SRR10792832,Endothelial cell
SRR10783546,Mesothelial
SRR10778413,Epithelial cell other C3
SRR10781678,Epithelial cell other C3
SRR10781309,NK cell
SRR10781050,Alveolar cell type 1
SRR10778322,Monocyte non-conventional
SRR10796924,NK cell
SRR10777590,Plasma cell
SRR10787526,Fibroblast adventitial
SRR10794714,Monocyte non-conventional
SRR10797953,Monocyte non-conventional
SRR10792680,Basal
SRR10790024,Mast cell
SRR10796974,Plasma cell
SRR10793519,Mast cell
SRR10778056,Pericyte
SRR10784688,Monocyte non-conventional
SRR10797074,Monocyte non-conventional
SRR10795024,Epithelial cell other C5
SRR10792587,Club
SRR10777426,Macrophage
SRR10795994,cDC2
SRR10797501,B cell
SRR10788465,Macrophage
SRR10787197,Macrophage
SRR10785805,Macrophage
SRR10786878,Monocyte non-conventional
SRR10797482,Basal
SRR10778857,Monocyte non-conventional
SRR10781446,pDC
SRR10791992,Epithelial cell other C5
SRR10791998,Plasma cell
SRR10789091,Macrophage
SRR10798088,B cell
SRR10783038,Macrophage
SRR10788108,Epithelial cell other C5
SRR10798579,T cell CD4
SRR10787355,T cell CD8
SRR10782217,Endothelial cell
SRR10794173,Macrophage
SRR10795822,Plasma cell
SRR10779166,other C17
SRR10793826,Fibroblast adventitial
SRR10781943,Alveolar cell type 2
SRR10783547,Macrophage
SRR10778635,Epithelial cell other C5
SRR10795595,Mast cell
SRR10789897,T cell CD8
SRR10792320,Basal
SRR10788164,Pericyte
SRR10784030,pDC
SRR10783538,Club
SRR10798409,Epithelial cell other C1
SRR10795705,Plasma cell
SRR10780927,Ciliated
SRR10788883,T cell CD4
SRR10792836,cDC2
SRR10796891,Macrophage
SRR10789278,cDC2
SRR10791107,Fibroblast adventitial
SRR10787918,Pericyte
SRR10790981,Mast cell
SRR10795368,Macrophage
SRR10791158,T cell CD4
SRR10790482,Pericyte
SRR10793000,Endothelial cell
SRR10797017,Goblet
SRR10780472,Alveolar cell type 2
SRR10783447,Epithelial cell other C1
SRR10798434,Plasma cell
SRR10795174,T cell CD4
SRR10793012,T cell CD8
SRR10797253,Monocyte conventional
SRR10796472,Epithelial cell other C5
SRR10789876,T cell CD8
SRR10794440,Alveolar cell type 2
SRR10792105,Basal
SRR10792859,Mast cell
SRR10792788,T cell CD8
SRR10790386,T cell CD4
SRR10779693,NK cell
SRR10793373,T cell CD8
SRR10797473,Epithelial cell other C5
SRR10789348,B cell
SRR10777265,T cell CD8
SRR10789357,T cell regulatory
SRR10792533,T cell CD4
SRR10789518,Alveolar cell type 2
SRR10784459,Mast cell
SRR10792032,Monocyte non-conventional
SRR10795015,Macrophage
SRR10787992,T cell regulatory
SRR10798509,Fibroblast adventitial
SRR10787369,T cell regulatory
SRR10783983,Epithelial cell other C1
SRR10784616,Smooth muscle cell
SRR10785929,Macrophage
SRR10788000,other C21
SRR10790801,Monocyte non-conventional
SRR10790301,Macrophage
SRR10779645,Fibroblast adventitial
SRR10796137,T cell CD4
SRR10786115,T cell CD8
SRR10795482,pDC
SRR10784483,Plasma cell
SRR10798223,Club
SRR10784254,Endothelial cell
SRR10793310,T cell CD4
SRR10786609,Macrophage
SRR10783702,Basal
SRR10781482,Smooth muscle cell
SRR10778484,T cell CD8
SRR10792626,NK cell
SRR10789114,T cell regulatory
SRR10788918,T cell dividing
SRR10798536,T cell CD4
SRR10790078,T cell regulatory
SRR10783597,T cell CD8
SRR10795114,Mesothelial
SRR10793130,Alveolar cell type 2
SRR10792543,Macrophage
SRR10777770,Fibroblast adventitial
SRR10794788,Epithelial cell other C5
SRR10784064,other C17
SRR10781955,T cell CD4
SRR10780718,Macrophage
SRR10791819,Monocyte non-conventional
SRR10786034,Goblet
SRR10785047,Fibroblast adventitial
SRR10793109,Monocyte non-conventional
SRR10782446,Macrophage
SRR10778784,T cell CD4
SRR10788197,Endothelial cell
SRR10786500,Epithelial cell other C5
SRR10794513,Epithelial cell other C1
SRR10796116,T cell CD8
SRR10778921,Fibroblast adventitial
SRR10781942,Endothelial cell
SRR10792769,Epithelial cell other C4
SRR10790047,T cell CD4
SRR10783682,T cell CD4
SRR10786660,Mast cell
SRR10790833,Epithelial cell other C1
SRR10797315,Alveolar cell type 2
SRR10779516,NK cell
SRR10798627,Epithelial cell other C1
SRR10779615,Macrophage
SRR10786043,Basal
SRR10780941,Monocyte non-conventional
SRR10785906,Macrophage
SRR10778387,Epithelial cell other C1
SRR10782974,Plasma cell
SRR10784594,Fibroblast alveolar
SRR10794435,Epithelial cell other C1
SRR10778713,Alveolar cell type 2
SRR10778679,Endothelial cell
SRR10790182,T cell CD4
SRR10794449,Plasma cell
SRR10781968,Plasma cell
SRR10789430,cDC2
SRR10783507,Club
SRR10796007,Basal
SRR10792504,Alveolar cell type 2
SRR10778668,Club
SRR10779945,Club
SRR10795909,Macrophage
SRR10794810,Epithelial cell other C3
SRR10779228,Macrophage
SRR10786197,Monocyte non-conventional
SRR10790693,T cell CD8
SRR10795890,Mast cell
SRR10791069,Monocyte non-conventional
SRR10793699,Plasma cell
SRR10777939,B cell
SRR10797658,cDC2
SRR10785381,Club
SRR10780104,Monocyte non-conventional
SRR10787611,Fibroblast alveolar
SRR10793062,cDC2
SRR10795622,Alveolar cell type 2
SRR10794496,Pericyte
SRR10797678,Pericyte
SRR10787455,T cell CD4
SRR10792242,pDC
SRR10787748,Epithelial cell other C1
SRR10784901,Pericyte
SRR10793139,Fibroblast adventitial
SRR10780315,Fibroblast alveolar
SRR10793905,T cell CD8
SRR10793881,Mast cell
SRR10796447,Plasma cell
SRR10793278,Epithelial cell other C5
SRR10797299,Plasma cell
SRR10794846,Monocyte non-conventional
SRR10780898,Fibroblast adventitial
SRR10794384,Macrophage
SRR10789796,T cell CD8
SRR10782027,B cell
SRR10792202,T cell CD4
SRR10782566,Alveolar cell type 2
SRR10789948,Endothelial cell
SRR10789914,Macrophage
SRR10791323,Smooth muscle cell
SRR10793201,Macrophage
SRR10780632,Macrophage
SRR10783188,Fibroblast adventitial
SRR10793557,Epithelial cell other C1
SRR10797388,T cell regulatory
SRR10786168,T cell regulatory
SRR10796123,other C21
SRR10786865,Plasma cell
SRR10793773,Smooth muscle cell
SRR10797847,Endothelial cell
SRR10779807,Fibroblast alveolar
SRR10795049,Endothelial cell
SRR10795102,Fibroblast alveolar
SRR10778254,Endothelial cell lymphatic
SRR10785332,Fibroblast adventitial
SRR10788018,other C29
SRR10782334,T cell CD4
SRR10778412,Plasma cell
SRR10788922,Epithelial cell other C1
SRR10779252,Pericyte
SRR10783922,Epithelial cell other C1
SRR10788015,T cell CD4
SRR10794630,Monocyte non-conventional
SRR10780915,Endothelial cell
SRR10779497,Club
SRR10779539,Epithelial cell other C1
SRR10786104,Macrophage
SRR10780119,Fibroblast adventitial
SRR10785029,Epithelial cell other C1
SRR10790416,Fibroblast adventitial
SRR10786713,Fibroblast adventitial
SRR10788711,Epithelial cell other C1
SRR10787708,T cell CD4
SRR10785050,Fibroblast alveolar
SRR10793483,Club
SRR10797530,Monocyte conventional
SRR10784471,T cell dividing
SRR10788460,Fibroblast adventitial
SRR10797233,T cell CD4
SRR10797617,Monocyte non-conventional
SRR10778913,T cell CD4
SRR10782649,Fibroblast adventitial
SRR10793916,Ciliated
SRR10785976,Basal
SRR10794301,Plasma cell
SRR10783251,other C17
SRR10781960,Basal
SRR10788683,T cell CD4
SRR10783620,Macrophage
SRR10798622,Monocyte conventional
SRR10789608,DC Lagerhans
SRR10795336,cDC2
SRR10796990,Club
SRR10797725,Endothelial cell
SRR10794933,pDC
SRR10793300,Club
SRR10796424,Macrophage
SRR10796591,Fibroblast adventitial
SRR10789938,other C19
SRR10784456,Macrophage
SRR10788069,T cell CD4
SRR10791365,Epithelial cell other C4
SRR10785885,B cell
SRR10789299,B cell
SRR10793624,T cell CD8
SRR10794445,Macrophage
SRR10779284,other C17
SRR10778619,Mast cell
SRR10790210,Plasma cell
SRR10780981,Smooth muscle cell
SRR10785901,Mast cell
SRR10792349,T cell CD8
SRR10790877,Endothelial cell
SRR10791695,Mast cell
SRR10783370,Macrophage
SRR10787724,NK cell
SRR10784640,T cell CD8
SRR10784898,Pericyte
SRR10793532,Pericyte
SRR10797997,pDC
SRR10795922,Epithelial cell other C1
SRR10795902,Goblet
SRR10777521,Macrophage
SRR10793892,T cell CD4
SRR10777606,Smooth muscle cell
SRR10792150,Endothelial cell
SRR10784779,Monocyte conventional
SRR10782390,Epithelial cell other C4
SRR10777689,Fibroblast adventitial
SRR10789675,Fibroblast adventitial
SRR10797019,Epithelial cell other C1
SRR10783554,Alveolar cell type 2
SRR10793487,Macrophage
SRR10782663,Macrophage
SRR10785216,Pericyte
SRR10784242,other C19
SRR10779036,pDC
SRR10777401,Macrophage
SRR10788629,Endothelial cell
SRR10788693,Ciliated
SRR10790527,Fibroblast adventitial
SRR10780693,Epithelial cell other C5
SRR10791296,Mast cell
SRR10785294,Basal
SRR10784603,Plasma cell
SRR10786858,T cell CD4
SRR10789052,T cell CD4
SRR10778924,T cell CD8
SRR10780555,Monocyte non-conventional
SRR10795806,T cell regulatory
SRR10793516,Alveolar cell type 1
SRR10797033,Plasma cell
SRR10790961,Pericyte
SRR10788635,T cell CD4
SRR10778902,NK cell
SRR10780548,Macrophage
SRR10779288,T cell CD4
SRR10782224,Smooth muscle cell
SRR10786833,Fibroblast alveolar
SRR10793349,T cell CD4
SRR10789621,T cell regulatory
SRR10779374,T cell CD8
SRR10780502,Endothelial cell lymphatic
SRR10793950,Macrophage
SRR10790611,T cell CD8
SRR10779511,Endothelial cell
SRR10780737,Mesothelial
SRR10777902,T cell CD4
SRR10786176,Macrophage
SRR10794311,DC mature
SRR10790811,T cell CD4
SRR10789374,T cell CD4
SRR10784408,Fibroblast alveolar
SRR10777381,Mast cell
SRR10787962,other C17
SRR10783811,T cell dividing
SRR10786070,other C21
SRR10790730,T cell CD8
SRR10791269,Macrophage
SRR10777460,T cell regulatory
SRR10789888,T cell CD8
SRR10795880,B cell
SRR10787423,pDC
SRR10789440,Alveolar cell type 2
SRR10778554,B cell
SRR10788949,cDC2
SRR10788858,Epithelial cell other C5
SRR10798123,Mast cell
SRR10785513,Macrophage
SRR10783035,T cell CD4
SRR10778680,Basal
SRR10777727,Mast cell
SRR10797103,Monocyte non-conventional
SRR10793335,Macrophage
SRR10782255,Epithelial cell other C5
SRR10790819,cDC2
SRR10783614,T cell CD4
SRR10792590,Endothelial cell
SRR10780792,other C19
SRR10797864,Macrophage
SRR10784214,T cell dividing
SRR10787043,T cell CD4
SRR10793275,pDC
SRR10795567,other C17
SRR10784316,Epithelial cell other C1
SRR10782969,other C21
SRR10788969,Fibroblast adventitial
SRR10785508,Epithelial cell other C5
SRR10785126,Mast cell
SRR10794847,Endothelial cell
SRR10791872,NK cell
SRR10796105,Macrophage
SRR10783927,T cell CD8
SRR10792283,T cell CD4
SRR10792945,T cell CD8
SRR10798266,other C17
SRR10780886,Fibroblast adventitial
SRR10783572,Fibroblast adventitial
SRR10792378,Alveolar cell type 2
SRR10794494,Fibroblast adventitial
SRR10792225,Macrophage
SRR10798410,Basal
SRR10784734,Macrophage
SRR10777702,Plasma cell
SRR10798299,Epithelial cell other C5
SRR10790653,T cell CD8
SRR10784274,other C21
SRR10781479,Plasma cell
SRR10792446,Basal
SRR10777302,Monocyte non-conventional
SRR10781368,T cell CD8
SRR10789679,Monocyte non-conventional
SRR10797411,Endothelial cell
SRR10783612,cDC1
SRR10783413,Fibroblast adventitial
SRR10778441,DC mature
SRR10787305,Smooth muscle cell
SRR10790489,Monocyte conventional
SRR10791845,Epithelial cell other C1
SRR10780002,T cell CD8
SRR10786651,T cell CD4
SRR10785518,T cell CD4
SRR10795928,Monocyte conventional
SRR10783847,DC mature
SRR10785591,Plasma cell
SRR10796242,T cell CD4
SRR10795056,T cell CD8
SRR10786277,other C17
SRR10792782,Monocyte non-conventional
SRR10797006,Macrophage
SRR10791208,Macrophage
SRR10790420,T cell CD4
SRR10793903,Club
SRR10789971,Epithelial cell other C1
SRR10789292,Mast cell
SRR10796815,Fibroblast adventitial
SRR10777457,Alveolar cell type 2
SRR10785150,T cell CD8
SRR10790741,T cell CD8
SRR10787447,Macrophage
SRR10783898,Macrophage
SRR10781586,Macrophage
SRR10788996,Epithelial cell other C1
SRR10787658,T cell dividing
SRR10796664,Endothelial cell
SRR10781611,T cell CD8
SRR10784190,Plasma cell
SRR10785853,Monocyte non-conventional
SRR10796951,Basal
SRR10781529,Epithelial cell other C1
SRR10787342,Plasma cell
SRR10790384,Macrophage
SRR10788851,Plasma cell
SRR10785005,Macrophage
SRR10778373,T cell CD8
SRR10788178,B cell
SRR10798483,T cell CD8
SRR10788943,other C21
SRR10798038,Fibroblast adventitial
SRR10795113,T cell CD8
SRR10779667,Monocyte conventional
SRR10790763,Fibroblast adventitial
SRR10782979,Plasma cell
SRR10792692,Macrophage
SRR10795421,Mast cell
SRR10786882,Mast cell
SRR10785218,T cell CD8
SRR10789624,cDC2
SRR10794177,cDC2
SRR10785782,T cell CD4
SRR10789698,T cell CD4
SRR10782647,Fibroblast adventitial
SRR10793284,Mast cell
SRR10788358,other C17
SRR10781809,Macrophage
SRR10785123,Fibroblast adventitial
SRR10779808,Fibroblast alveolar
SRR10795757,T cell CD8
SRR10790659,T cell regulatory
SRR10792366,other C17
SRR10792103,T cell CD8
SRR10789695,T cell CD8
SRR10791458,Macrophage
SRR10791997,T cell regulatory
SRR10791763,Basal
SRR10784502,NK cell
SRR10791003,T cell CD8
SRR10784212,Macrophage
SRR10798312,Alveolar cell type 2
SRR10793844,Macrophage
SRR10794537,Monocyte non-conventional
SRR10792677,Macrophage
SRR10780399,Alveolar cell type 2
SRR10787637,Macrophage
SRR10781136,Fibroblast adventitial
SRR10795331,T cell CD4
SRR10792360,T cell CD4
SRR10797279,Fibroblast adventitial
SRR10787229,Monocyte non-conventional
SRR10796862,NK cell
SRR10796911,Fibroblast alveolar
SRR10781998,Macrophage
SRR10784167,B cell
SRR10795952,T cell CD4
SRR10778477,Alveolar cell type 2
SRR10789762,Alveolar cell type 1
SRR10779545,Epithelial cell other C5
SRR10794897,T cell CD8
SRR10795491,Epithelial cell other C2
SRR10780067,T cell CD8
SRR10787385,B cell
SRR10789079,pDC
SRR10795183,Smooth muscle cell
SRR10794145,Smooth muscle cell
SRR10792330,Epithelial cell other C5
SRR10785672,Monocyte non-conventional
SRR10787404,Fibroblast adventitial
SRR10783489,Alveolar cell type 2
SRR10780943,Monocyte non-conventional
SRR10790613,Endothelial cell
SRR10794386,Fibroblast adventitial
SRR10786491,Epithelial cell other C4
SRR10777913,T cell dividing
SRR10795957,Fibroblast adventitial
SRR10791393,Plasma cell
SRR10779458,T cell CD8
SRR10795041,T cell CD4
SRR10786460,Macrophage
SRR10785080,Basal
SRR10795711,other C19
SRR10788632,NK cell
SRR10785983,pDC
SRR10796187,T cell CD4
SRR10794448,Monocyte non-conventional
SRR10791680,T cell CD4
SRR10798404,Macrophage
SRR10794962,Monocyte non-conventional
SRR10780769,Smooth muscle cell
SRR10777974,Basal
SRR10782219,T cell CD8
SRR10789407,T cell regulatory
SRR10780262,T cell CD4
SRR10796183,Fibroblast adventitial
SRR10791734,Monocyte non-conventional
SRR10779420,Epithelial cell other C1
SRR10779635,other C17
SRR10789652,other C19
SRR10784273,Mast cell
SRR10784978,Pericyte
SRR10791097,Epithelial cell other C1
SRR10787885,Macrophage
SRR10784105,T cell CD8
SRR10791494,Alveolar cell type 2
SRR10783903,Monocyte non-conventional
SRR10797349,Smooth muscle cell
SRR10779801,T cell CD8
SRR10782040,Monocyte non-conventional
SRR10797189,Monocyte conventional
SRR10787521,Smooth muscle cell
SRR10779579,Club
SRR10777857,Basal
SRR10784317,Macrophage
SRR10783069,Alveolar cell type 2
SRR10795760,T cell CD8
SRR10787362,Pericyte
SRR10795693,Endothelial cell
SRR10795900,Monocyte non-conventional
SRR10793973,T cell CD8
SRR10788228,Mast cell
SRR10796586,Pericyte
SRR10791032,Monocyte conventional
SRR10795050,Plasma cell
SRR10791366,cDC2
SRR10789531,Pericyte
SRR10791022,other C17
SRR10777471,Epithelial cell other C1
SRR10789676,Monocyte non-conventional
SRR10791827,Macrophage
SRR10784921,pDC
SRR10783755,Plasma cell
SRR10785842,T cell CD4
SRR10779527,Monocyte conventional
SRR10781144,Macrophage
SRR10788983,other C19
SRR10785587,Alveolar cell type 2
SRR10787546,Epithelial cell dividing
SRR10791945,T cell CD8
SRR10783426,Epithelial cell other C5
SRR10796396,other C19
SRR10777956,Alveolar cell type 1
SRR10787563,Monocyte non-conventional
SRR10788874,Endothelial cell
SRR10790724,T cell CD4
SRR10789989,Endothelial cell
SRR10793769,T cell dividing
SRR10781864,Epithelial cell other C5
SRR10780712,Macrophage
SRR10792556,Monocyte non-conventional
SRR10797855,other C19
SRR10786083,Macrophage
SRR10779851,T cell CD4
SRR10788682,Endothelial cell
SRR10788787,Monocyte non-conventional
SRR10797705,T cell CD8
SRR10797434,B cell
SRR10790407,T cell CD4
SRR10796185,Monocyte non-conventional
SRR10795916,Plasma cell
SRR10797975,T cell CD4
SRR10786606,Macrophage
SRR10778983,T cell CD8
SRR10787439,Macrophage
SRR10781618,Macrophage
SRR10783317,Macrophage
SRR10795606,Endothelial cell
SRR10780409,Epithelial cell other C5
SRR10784932,Monocyte conventional
SRR10783575,cDC1
SRR10788493,other C17
SRR10785748,Epithelial cell dividing
SRR10788163,Basal
SRR10789958,other C19
SRR10793256,other C29
SRR10791196,Epithelial cell other C4
SRR10781515,Macrophage
SRR10783072,Basal
SRR10778657,Macrophage
SRR10782435,other C19
SRR10778383,Macrophage
SRR10793752,Goblet
SRR10781485,T cell CD4
SRR10784346,Macrophage
SRR10781106,T cell CD4
SRR10782139,Epithelial cell other C1
SRR10780656,Macrophage
SRR10793868,Endothelial cell
SRR10793555,Macrophage
SRR10788611,Fibroblast adventitial
SRR10783652,Macrophage
SRR10790296,Mast cell
SRR10786762,other C29
SRR10797977,Plasma cell
