Run,cell_type
SRR10798421,T/NK cell
SRR10785548,Epithelial cells
SRR10795606,Endothelial cell
SRR10777914,T/NK cell
SRR10786776,Myeloid cell
SRR10781359,T/NK cell
SRR10794423,plasmacytoid dendritic cell
SRR10795495,T/NK cell
SRR10794119,Endothelial cell
SRR10793737,Epithelial cells
SRR10785059,Myeloid cell
SRR10797097,Myeloid cell
SRR10784209,other
SRR10792671,T/NK cell
SRR10788227,T/NK cell
SRR10778679,Endothelial cell
SRR10779500,Endothelial cell
SRR10789751,Endothelial cell
SRR10777733,Stromal
SRR10793940,Epithelial cells
SRR10790953,other
SRR10785787,Myeloid cell
SRR10782856,Mast cell
SRR10796382,T/NK cell
SRR10778035,Myeloid cell
SRR10781771,Stromal
SRR10786964,T/NK cell
SRR10794417,Mast cell
SRR10783784,Stromal
SRR10777978,other
SRR10779897,T/NK cell
SRR10785476,Myeloid cell
SRR10783897,B cell plasma
SRR10795369,Myeloid cell
SRR10781431,Myeloid cell
SRR10797419,Mast cell
SRR10788938,other
SRR10784578,B cell plasma
SRR10781537,Epithelial cells
SRR10792324,Stromal
SRR10794851,other
SRR10796266,Epithelial cells
SRR10796388,Myeloid cell
SRR10785196,T/NK cell
SRR10785573,Myeloid cell
SRR10779067,Epithelial cells
SRR10783827,Endothelial cell
SRR10795281,Endothelial cell
SRR10778814,Stromal
SRR10792958,other
SRR10794981,Stromal
SRR10790854,Myeloid cell
SRR10786382,B cell
SRR10784596,Epithelial cells
SRR10791030,Myeloid cell
SRR10798155,plasmacytoid dendritic cell
SRR10797315,other
SRR10797480,other
SRR10798469,Stromal
SRR10790832,T/NK cell
SRR10784384,Myeloid cell
SRR10782006,B cell plasma
SRR10778042,Myeloid cell
SRR10795540,Epithelial cells
SRR10793014,T/NK cell
SRR10782142,T/NK cell
SRR10779880,Endothelial cell
SRR10784780,Stromal
SRR10784594,Stromal
SRR10788300,Myeloid cell
SRR10780222,Mast cell
SRR10792197,T/NK cell
SRR10798453,plasmacytoid dendritic cell
SRR10791179,T/NK cell
SRR10790621,Epithelial cells
SRR10782457,T/NK cell
SRR10793231,other
SRR10786822,Stromal
SRR10783549,Stromal
SRR10797990,Epithelial cells
SRR10793904,Endothelial cell
SRR10779867,T/NK cell
SRR10797433,Mast cell
SRR10789954,Myeloid cell
SRR10795511,Myeloid cell
SRR10797470,Epithelial cells
SRR10789730,T/NK cell
SRR10778649,other
SRR10789850,T/NK cell
SRR10782832,Myeloid cell
SRR10797801,Stromal
SRR10777994,T/NK cell
SRR10789537,Epithelial cells
SRR10778069,T/NK cell
SRR10777400,Myeloid cell
SRR10777726,T/NK cell
SRR10788108,Epithelial cells
SRR10777550,T/NK cell
SRR10787747,other
SRR10794145,Stromal
SRR10786363,other
SRR10780256,Endothelial cell
SRR10785362,T/NK cell
SRR10781127,B cell plasma
SRR10787622,T/NK cell
SRR10790940,Stromal
SRR10797406,B cell plasma
SRR10795843,Stromal
SRR10779350,Myeloid cell
SRR10788324,Epithelial cells
SRR10784556,Epithelial cells
SRR10781131,Myeloid cell
SRR10791984,Epithelial cells
SRR10785623,Stromal
SRR10781731,Endothelial cell
SRR10787290,other
SRR10787162,Stromal
SRR10795380,B cell plasma
SRR10790918,plasmacytoid dendritic cell
SRR10790031,T/NK cell
SRR10778369,B cell plasma
SRR10789147,Mast cell
SRR10782143,other
SRR10798595,T/NK cell
SRR10788631,T/NK cell
SRR10786485,Myeloid cell
SRR10784445,Myeloid cell
SRR10785910,Mast cell
SRR10785806,Myeloid cell
SRR10783159,Stromal
SRR10783248,Myeloid cell
SRR10782641,Myeloid cell
SRR10788285,Endothelial cell
SRR10796391,Stromal
SRR10792578,Endothelial cell
SRR10778421,Myeloid cell
SRR10781665,Epithelial cells
SRR10792218,B cell plasma
SRR10794400,Stromal
SRR10782827,Myeloid cell
SRR10781699,Epithelial cells
SRR10778082,T/NK cell
SRR10795508,T/NK cell
SRR10782374,Myeloid cell
SRR10782498,Epithelial cells
SRR10782966,Mast cell
SRR10787907,T/NK cell
SRR10790762,Stromal
SRR10786994,Myeloid cell
SRR10797446,other
SRR10789392,Myeloid cell
SRR10788481,T/NK cell
SRR10785082,Myeloid cell
SRR10796296,Myeloid cell
SRR10785678,Epithelial cells
SRR10782081,Myeloid cell
SRR10787433,other
SRR10795431,Epithelial cells
SRR10792442,T/NK cell
SRR10777636,Epithelial cells
SRR10789853,Myeloid cell
SRR10787909,T/NK cell
SRR10786877,T/NK cell
SRR10789218,Myeloid cell
SRR10794433,Epithelial cells
SRR10780660,Myeloid cell
SRR10785532,T/NK cell
SRR10778347,T/NK cell
SRR10791400,T/NK cell
SRR10792817,Stromal
SRR10793663,Myeloid cell
SRR10793330,plasmacytoid dendritic cell
SRR10788527,Endothelial cell
SRR10785768,Epithelial cells
SRR10786777,plasmacytoid dendritic cell
SRR10778486,Myeloid cell
SRR10783150,B cell plasma
SRR10790495,B cell
SRR10788591,Endothelial cell
SRR10785492,Epithelial cells
SRR10784255,Myeloid cell
SRR10781073,Myeloid cell
SRR10789082,plasmacytoid dendritic cell
SRR10777843,B cell
SRR10778189,T/NK cell
SRR10792636,other
SRR10792652,Epithelial cells
SRR10778014,T/NK cell
SRR10777492,T/NK cell
SRR10785852,Myeloid cell
SRR10784493,T/NK cell
SRR10777611,Stromal
SRR10797586,T/NK cell
SRR10785029,other
SRR10783478,Myeloid cell
SRR10792885,B cell plasma
SRR10791247,Myeloid cell
SRR10787536,Myeloid cell
SRR10797083,B cell
SRR10797154,Myeloid cell
SRR10792021,Stromal
SRR10784730,other
SRR10789695,T/NK cell
SRR10791438,T/NK cell
SRR10796837,T/NK cell
SRR10787275,T/NK cell
SRR10788026,Endothelial cell
SRR10796164,B cell plasma
SRR10792063,Myeloid cell
SRR10781330,Epithelial cells
SRR10783153,Myeloid cell
SRR10790119,Stromal
SRR10791764,B cell plasma
SRR10784261,Endothelial cell
SRR10792940,Epithelial cells
SRR10788061,Stromal
SRR10794001,Stromal
SRR10791552,Myeloid cell
SRR10793235,other
SRR10779217,Stromal
SRR10794383,Epithelial cells
SRR10790334,Mast cell
SRR10787090,plasmacytoid dendritic cell
SRR10796686,T/NK cell
SRR10777638,Stromal
SRR10787898,T/NK cell
SRR10779120,other
SRR10792565,Mast cell
SRR10783595,T/NK cell
SRR10795588,Myeloid cell
SRR10781642,T/NK cell
SRR10792177,other
SRR10798037,B cell plasma
SRR10797993,Myeloid cell
SRR10796597,T/NK cell
SRR10788867,Myeloid cell
SRR10777259,Stromal
SRR10784688,Myeloid cell
SRR10795820,B cell plasma
SRR10790255,T/NK cell
SRR10796543,Myeloid cell
SRR10786494,T/NK cell
SRR10782397,Myeloid cell
SRR10790199,Stromal
SRR10784507,T/NK cell
SRR10794841,Myeloid cell
SRR10781877,Stromal
SRR10778240,Epithelial cells
SRR10782188,T/NK cell
SRR10796888,T/NK cell
SRR10794823,Epithelial cells
SRR10779200,Endothelial cell
SRR10791334,Mast cell
SRR10777754,other
SRR10783132,Myeloid cell
SRR10779840,Myeloid cell
SRR10790369,T/NK cell
SRR10785157,Stromal
SRR10785551,Endothelial cell
SRR10790611,T/NK cell
SRR10788279,other
SRR10778942,Myeloid cell
SRR10793602,T/NK cell
SRR10791436,Stromal
SRR10792042,Myeloid cell
SRR10792739,Myeloid cell
SRR10789680,B cell
SRR10777305,Myeloid cell
SRR10786892,Myeloid cell
SRR10779981,Myeloid cell
SRR10794588,other
SRR10779834,other
SRR10785451,other
SRR10788621,Mast cell
SRR10792623,Epithelial cells
SRR10783433,Myeloid cell
SRR10788685,Myeloid cell
SRR10785772,Stromal
SRR10784427,T/NK cell
SRR10791076,T/NK cell
SRR10798124,Epithelial cells
SRR10777308,Myeloid cell
SRR10778966,Myeloid cell
SRR10795866,T/NK cell
SRR10782755,T/NK cell
SRR10779568,Stromal
SRR10778140,Stromal
SRR10786111,Stromal
SRR10780822,other
SRR10783256,T/NK cell
SRR10780245,Epithelial cells
SRR10783546,Stromal
SRR10790846,B cell plasma
SRR10787440,T/NK cell
SRR10794693,Myeloid cell
SRR10784459,Mast cell
SRR10792131,Myeloid cell
SRR10786042,other
SRR10782819,Myeloid cell
SRR10797493,T/NK cell
SRR10780705,Mast cell
SRR10782956,Myeloid cell
SRR10794230,Stromal
SRR10794626,Stromal
SRR10786210,Myeloid cell
SRR10782252,Myeloid cell
SRR10779900,B cell plasma
SRR10782291,Myeloid cell
SRR10793102,T/NK cell
SRR10784361,Epithelial cells
SRR10779644,Myeloid cell
SRR10796517,Endothelial cell
SRR10793813,Myeloid cell
SRR10783981,Epithelial cells
SRR10784191,T/NK cell
SRR10794646,T/NK cell
SRR10779762,B cell plasma
SRR10778928,Stromal
SRR10785279,Myeloid cell
SRR10798392,other
SRR10796464,Epithelial cells
SRR10793652,Stromal
SRR10798027,B cell plasma
SRR10787052,Mast cell
SRR10787209,T/NK cell
SRR10788560,Epithelial cells
SRR10784293,Ciliated
SRR10783218,other
SRR10787757,Myeloid cell
SRR10779502,Endothelial cell
SRR10786663,Epithelial cells
SRR10788343,B cell plasma
SRR10794382,other
SRR10782338,Stromal
SRR10791241,Mast cell
SRR10781657,Mast cell
SRR10779753,Stromal
SRR10778064,other
SRR10781222,Epithelial cells
SRR10794716,B cell plasma
SRR10783027,Stromal
SRR10787661,T/NK cell
SRR10780946,Myeloid cell
SRR10784198,B cell plasma
SRR10797837,T/NK cell
SRR10784814,other
SRR10788984,Myeloid cell
SRR10784109,Myeloid cell
SRR10789734,Myeloid cell
SRR10785911,other
SRR10794931,plasmacytoid dendritic cell
SRR10797245,T/NK cell
SRR10790137,Myeloid cell
SRR10797377,other
SRR10778828,T/NK cell
SRR10781289,T/NK cell
SRR10797793,Myeloid cell
SRR10792634,T/NK cell
SRR10792350,T/NK cell
SRR10781311,T/NK cell
SRR10797341,Myeloid cell
SRR10787922,Mast cell
SRR10794401,Stromal
SRR10794011,B cell
SRR10781421,B cell plasma
SRR10789181,B cell plasma
SRR10792572,other
SRR10783515,B cell plasma
SRR10796697,T/NK cell
SRR10784657,T/NK cell
SRR10798355,Epithelial cells
SRR10796879,Myeloid cell
SRR10788635,T/NK cell
SRR10794478,Epithelial cells
SRR10795630,T/NK cell
SRR10782965,other
SRR10781008,T/NK cell
SRR10795003,Stromal
SRR10787966,T/NK cell
SRR10795749,Myeloid cell
SRR10781494,Endothelial cell
SRR10797744,T/NK cell
SRR10783123,T/NK cell
SRR10788737,Myeloid cell
SRR10785488,Myeloid cell
SRR10790136,T/NK cell
SRR10787779,T/NK cell
SRR10794307,T/NK cell
SRR10795127,Stromal
SRR10781082,Myeloid cell
SRR10782763,Myeloid cell
SRR10780354,plasmacytoid dendritic cell
SRR10790113,Myeloid cell
SRR10778880,T/NK cell
SRR10778579,B cell plasma
SRR10793953,Stromal
SRR10798306,other
SRR10791213,Stromal
SRR10790483,Stromal
SRR10793796,T/NK cell
SRR10779186,T/NK cell
SRR10780421,Epithelial cells
SRR10785171,other
SRR10796508,T/NK cell
SRR10789423,Myeloid cell
SRR10777477,Myeloid cell
SRR10792984,Stromal
SRR10788486,B cell plasma
SRR10785086,T/NK cell
SRR10777421,Myeloid cell
SRR10780752,T/NK cell
SRR10783442,Epithelial cells
SRR10786400,T/NK cell
SRR10793157,T/NK cell
SRR10796539,T/NK cell
SRR10792679,other
SRR10797114,plasmacytoid dendritic cell
SRR10787711,T/NK cell
SRR10792213,Myeloid cell
SRR10781738,Myeloid cell
SRR10779392,Myeloid cell
SRR10791611,Myeloid cell
SRR10797304,Stromal
SRR10788766,Stromal
SRR10777665,Epithelial cells
SRR10793011,Epithelial cells
SRR10778904,T/NK cell
SRR10792627,T/NK cell
SRR10797373,other
SRR10786346,Mast cell
SRR10780261,B cell
SRR10794455,B cell
SRR10783524,Myeloid cell
SRR10780681,Epithelial cells
SRR10779469,Myeloid cell
SRR10791553,Myeloid cell
SRR10797003,Myeloid cell
SRR10797630,T/NK cell
SRR10783703,Myeloid cell
SRR10790006,Epithelial cells
SRR10795262,Myeloid cell
SRR10784027,other
SRR10794942,Stromal
SRR10778230,Myeloid cell
SRR10787379,Myeloid cell
SRR10784230,T/NK cell
SRR10789288,Stromal
SRR10797754,Myeloid cell
SRR10796759,Stromal
SRR10781418,Endothelial cell
SRR10797270,Myeloid cell
SRR10795112,Epithelial cells
SRR10782644,T/NK cell
SRR10782080,T/NK cell
SRR10783077,Epithelial cells
SRR10782860,Stromal
SRR10797880,Endothelial cell
SRR10778597,Mast cell
SRR10790784,Mast cell
SRR10792516,Myeloid cell
SRR10790961,Stromal
SRR10789125,T/NK cell
SRR10798574,other
SRR10782118,Myeloid cell
SRR10783962,plasmacytoid dendritic cell
SRR10783828,Epithelial cells
SRR10789036,T/NK cell
SRR10782761,Myeloid cell
SRR10782250,B cell plasma
SRR10778829,T/NK cell
SRR10798379,Epithelial cells
SRR10784368,T/NK cell
SRR10785502,Stromal
SRR10777760,Myeloid cell
SRR10797941,Endothelial cell
SRR10785928,other
SRR10785158,T/NK cell
SRR10789390,Myeloid cell
SRR10786925,T/NK cell
SRR10793412,B cell plasma
SRR10780241,Myeloid cell
SRR10779373,Myeloid cell
SRR10798167,T/NK cell
SRR10783143,Myeloid cell
SRR10784822,B cell plasma
SRR10780896,Myeloid cell
SRR10792534,Epithelial cells
SRR10780840,B cell
SRR10784870,other
SRR10777265,T/NK cell
SRR10798587,Stromal
SRR10790705,Myeloid cell
SRR10781143,Myeloid cell
SRR10790131,T/NK cell
SRR10787889,B cell plasma
SRR10777839,other
SRR10781605,B cell plasma
SRR10791765,Myeloid cell
SRR10787032,Stromal
SRR10793671,T/NK cell
SRR10785664,B cell
SRR10784251,Stromal
SRR10787325,T/NK cell
SRR10780550,Epithelial cells
SRR10786036,Stromal
SRR10793647,Myeloid cell
SRR10781156,Stromal
SRR10781324,Myeloid cell
SRR10796991,Epithelial cells
SRR10779937,T/NK cell
SRR10796183,Stromal
SRR10777518,T/NK cell
SRR10791536,B cell
SRR10778524,T/NK cell
SRR10780079,T/NK cell
SRR10795089,T/NK cell
SRR10788237,other
SRR10778986,Epithelial cells
SRR10795183,Stromal
SRR10779250,Stromal
SRR10796899,T/NK cell
SRR10789313,Epithelial cells
SRR10796472,Epithelial cells
SRR10795879,T/NK cell
SRR10779542,Epithelial cells
SRR10780842,B cell plasma
SRR10785026,other
SRR10779544,B cell plasma
SRR10798223,Epithelial cells
SRR10792909,Stromal
SRR10793311,Stromal
SRR10790917,Myeloid cell
SRR10777986,Stromal
SRR10779100,Myeloid cell
SRR10788072,Myeloid cell
SRR10794159,Stromal
SRR10780086,T/NK cell
SRR10784637,Stromal
SRR10798441,Stromal
SRR10792462,Myeloid cell
SRR10781986,Myeloid cell
SRR10781549,T/NK cell
SRR10788526,other
SRR10797002,Myeloid cell
SRR10784151,Endothelial cell
SRR10783922,other
SRR10787435,Myeloid cell
SRR10795942,Myeloid cell
SRR10782461,T/NK cell
SRR10781041,T/NK cell
SRR10796384,T/NK cell
SRR10797407,Epithelial cells
SRR10784471,T/NK cell
SRR10792457,Stromal
SRR10779141,T/NK cell
SRR10787398,T/NK cell
SRR10797038,T/NK cell
SRR10784680,other
SRR10796263,Stromal
SRR10792770,T/NK cell
SRR10778993,other
SRR10781894,Epithelial cells
SRR10780513,T/NK cell
SRR10781056,T/NK cell
SRR10795438,B cell plasma
SRR10796735,Epithelial cells
SRR10795181,Stromal
SRR10792427,T/NK cell
SRR10783278,B cell plasma
SRR10785098,Epithelial cells
SRR10789764,Epithelial cells
SRR10782121,B cell plasma
SRR10780468,Epithelial cells
SRR10793073,Stromal
SRR10785149,T/NK cell
SRR10789472,Stromal
SRR10787939,T/NK cell
SRR10796010,T/NK cell
SRR10796828,B cell plasma
SRR10790485,other
SRR10796184,Myeloid cell
SRR10781313,Myeloid cell
SRR10778739,Myeloid cell
SRR10792216,Stromal
SRR10796506,Myeloid cell
SRR10790375,Stromal
SRR10781195,T/NK cell
SRR10781164,Myeloid cell
SRR10792308,Epithelial cells
SRR10796317,T/NK cell
SRR10798347,Epithelial cells
SRR10796007,other
SRR10780106,Myeloid cell
SRR10798361,Myeloid cell
SRR10783483,Stromal
SRR10792769,Epithelial cells
SRR10777715,Myeloid cell
SRR10791228,Epithelial cells
SRR10796274,Epithelial cells
SRR10797959,Epithelial cells
SRR10783412,Myeloid cell
SRR10790040,Epithelial cells
SRR10798285,Stromal
SRR10788778,Epithelial cells
SRR10790512,Myeloid cell
SRR10797645,B cell plasma
SRR10784195,T/NK cell
SRR10797451,Myeloid cell
SRR10794217,T/NK cell
SRR10789487,Stromal
SRR10778395,Myeloid cell
SRR10779509,other
SRR10778655,T/NK cell
SRR10789224,other
SRR10788706,B cell plasma
SRR10795171,Stromal
SRR10778793,Ciliated
SRR10795824,B cell
SRR10798473,B cell plasma
SRR10786190,Stromal
SRR10797481,T/NK cell
SRR10779197,Epithelial cells
SRR10796115,Myeloid cell
SRR10795079,Mast cell
SRR10798055,Myeloid cell
SRR10786863,T/NK cell
SRR10783074,other
SRR10794495,Stromal
SRR10785536,Mast cell
SRR10790666,Myeloid cell
SRR10781280,Myeloid cell
SRR10788384,Myeloid cell
SRR10796854,Stromal
SRR10790188,other
SRR10792130,Myeloid cell
SRR10778737,T/NK cell
SRR10789741,Stromal
SRR10786940,Stromal
SRR10782848,Stromal
SRR10790687,plasmacytoid dendritic cell
SRR10777428,Stromal
SRR10791183,B cell plasma
SRR10793213,Myeloid cell
SRR10778089,T/NK cell
SRR10794864,T/NK cell
SRR10789950,Stromal
SRR10783635,Myeloid cell
SRR10787526,Stromal
SRR10794867,T/NK cell
SRR10785607,Myeloid cell
SRR10777880,T/NK cell
SRR10793995,Epithelial cells
SRR10787819,Myeloid cell
SRR10787745,Epithelial cells
SRR10777737,T/NK cell
SRR10794476,Epithelial cells
SRR10783033,Myeloid cell
SRR10786934,Myeloid cell
SRR10782645,Stromal
SRR10782840,Myeloid cell
SRR10797901,Mast cell
SRR10778709,T/NK cell
SRR10778573,Myeloid cell
SRR10785815,Epithelial cells
SRR10784611,other
SRR10789360,Myeloid cell
SRR10780440,Ciliated
SRR10781696,Endothelial cell
SRR10791386,Myeloid cell
SRR10791784,Epithelial cells
SRR10791067,T/NK cell
SRR10781885,Endothelial cell
SRR10790541,Epithelial cells
SRR10782242,Endothelial cell
SRR10782888,plasmacytoid dendritic cell
SRR10778595,Myeloid cell
SRR10787161,Mast cell
SRR10780123,Myeloid cell
SRR10796646,Myeloid cell
SRR10794473,Epithelial cells
SRR10793318,Stromal
SRR10789318,Epithelial cells
SRR10777749,Stromal
SRR10779678,Stromal
SRR10795044,T/NK cell
SRR10794045,Epithelial cells
SRR10792086,Myeloid cell
SRR10785283,Myeloid cell
SRR10783058,Stromal
SRR10786928,Stromal
SRR10784669,T/NK cell
SRR10782255,Epithelial cells
SRR10795417,Epithelial cells
SRR10779042,Stromal
SRR10786805,Stromal
SRR10794669,T/NK cell
SRR10778535,Myeloid cell
SRR10787678,other
SRR10781172,Stromal
SRR10783870,Endothelial cell
SRR10780397,Epithelial cells
SRR10783139,other
SRR10783283,Epithelial cells
SRR10787137,B cell plasma
SRR10788843,Myeloid cell
SRR10787675,other
SRR10787893,B cell plasma
SRR10792000,Myeloid cell
SRR10790714,B cell plasma
SRR10789915,T/NK cell
SRR10796863,Myeloid cell
SRR10777643,other
SRR10777903,Mast cell
SRR10787261,T/NK cell
SRR10784589,Myeloid cell
SRR10778112,T/NK cell
SRR10797731,other
SRR10790211,T/NK cell
SRR10786683,Myeloid cell
SRR10777811,Stromal
SRR10779316,Epithelial cells
SRR10789527,Myeloid cell
SRR10793875,Mast cell
SRR10796835,other
SRR10777475,other
SRR10792363,T/NK cell
SRR10796271,Myeloid cell
SRR10797372,other
SRR10795324,Epithelial cells
SRR10779119,Epithelial cells
SRR10782044,Myeloid cell
SRR10783061,B cell
SRR10778262,T/NK cell
SRR10792428,T/NK cell
SRR10782275,T/NK cell
SRR10791144,Myeloid cell
SRR10779733,Myeloid cell
SRR10786161,Epithelial cells
SRR10792607,Epithelial cells
SRR10784957,T/NK cell
SRR10786982,Myeloid cell
SRR10784831,Mast cell
SRR10792165,Myeloid cell
SRR10794562,other
SRR10780688,Myeloid cell
SRR10797740,Stromal
SRR10789572,Stromal
SRR10792790,Myeloid cell
SRR10779255,Endothelial cell
SRR10782050,Ciliated
SRR10790624,Epithelial cells
SRR10781329,Stromal
SRR10778864,T/NK cell
SRR10798290,Myeloid cell
SRR10781467,Myeloid cell
SRR10778179,Epithelial cells
SRR10794243,Epithelial cells
SRR10779728,Myeloid cell
SRR10788463,T/NK cell
SRR10783959,Epithelial cells
SRR10785675,other
SRR10789589,Myeloid cell
SRR10777758,Myeloid cell
SRR10787256,Myeloid cell
SRR10779309,B cell plasma
SRR10781183,Stromal
SRR10797467,B cell plasma
SRR10795936,Myeloid cell
SRR10783237,Endothelial cell
SRR10782931,Endothelial cell
SRR10786366,Myeloid cell
SRR10788890,Epithelial cells
SRR10788521,T/NK cell
SRR10789108,Epithelial cells
SRR10778527,B cell plasma
SRR10787207,T/NK cell
SRR10780629,T/NK cell
SRR10779534,Myeloid cell
SRR10789659,B cell plasma
SRR10784396,Mast cell
SRR10785001,Myeloid cell
SRR10795232,Epithelial cells
SRR10787619,B cell
SRR10783010,Myeloid cell
SRR10795558,Myeloid cell
SRR10784169,T/NK cell
SRR10786019,Stromal
SRR10785382,T/NK cell
SRR10778684,other
SRR10798387,Epithelial cells
SRR10787561,Epithelial cells
SRR10792251,T/NK cell
SRR10790140,T/NK cell
SRR10794409,Epithelial cells
SRR10797249,Myeloid cell
SRR10787144,B cell plasma
SRR10797844,Epithelial cells
SRR10797295,T/NK cell
SRR10782960,Epithelial cells
SRR10798375,T/NK cell
SRR10789272,T/NK cell
SRR10794237,Myeloid cell
SRR10778723,Myeloid cell
SRR10787608,Myeloid cell
SRR10789502,T/NK cell
SRR10796017,Epithelial cells
SRR10791364,B cell
SRR10787464,Myeloid cell
SRR10779554,Endothelial cell
SRR10789403,Myeloid cell
SRR10793150,Myeloid cell
SRR10798520,other
SRR10795654,Myeloid cell
SRR10793504,Epithelial cells
SRR10786526,Myeloid cell
SRR10784166,T/NK cell
SRR10793892,T/NK cell
SRR10794665,T/NK cell
SRR10788181,T/NK cell
SRR10797122,Endothelial cell
SRR10787838,Stromal
SRR10787025,other
SRR10783499,Myeloid cell
SRR10798461,other
SRR10789980,T/NK cell
SRR10784496,Stromal
SRR10777663,Stromal
SRR10788577,T/NK cell
SRR10795233,Mast cell
SRR10798008,T/NK cell
SRR10798133,Stromal
SRR10795348,Epithelial cells
SRR10788222,Epithelial cells
SRR10781921,T/NK cell
SRR10782893,other
SRR10795002,other
SRR10778176,Mast cell
SRR10783317,Myeloid cell
SRR10787940,other
SRR10782513,plasmacytoid dendritic cell
SRR10794450,T/NK cell
SRR10778922,T/NK cell
SRR10792547,T/NK cell
SRR10792334,Epithelial cells
SRR10794107,B cell plasma
SRR10791298,Stromal
SRR10786831,Stromal
SRR10796724,Myeloid cell
SRR10798199,Myeloid cell
SRR10778682,T/NK cell
SRR10797169,Endothelial cell
SRR10792978,Myeloid cell
SRR10781545,Endothelial cell
SRR10795197,Epithelial cells
SRR10779191,Myeloid cell
SRR10797435,Myeloid cell
SRR10779844,Stromal
SRR10777459,Myeloid cell
SRR10794390,T/NK cell
SRR10780076,T/NK cell
SRR10795060,Endothelial cell
SRR10793081,T/NK cell
SRR10793870,T/NK cell
SRR10788580,Myeloid cell
SRR10784982,Endothelial cell
SRR10783451,Myeloid cell
SRR10793736,T/NK cell
SRR10788961,T/NK cell
SRR10780609,other
SRR10796163,Myeloid cell
SRR10786941,Endothelial cell
SRR10784294,Myeloid cell
SRR10785616,Epithelial cells
SRR10787716,Stromal
SRR10791815,Mast cell
SRR10794521,Epithelial cells
SRR10792281,Epithelial cells
SRR10793237,Mast cell
SRR10783762,other
SRR10787571,Mast cell
SRR10793172,Myeloid cell
SRR10784963,Myeloid cell
SRR10787091,Stromal
SRR10784428,other
SRR10787934,T/NK cell
SRR10791481,Myeloid cell
SRR10779056,Epithelial cells
SRR10788183,other
SRR10786457,T/NK cell
SRR10794630,Myeloid cell
SRR10792059,Myeloid cell
SRR10784343,Epithelial cells
SRR10793368,T/NK cell
SRR10791010,T/NK cell
SRR10777640,other
SRR10796544,Myeloid cell
SRR10781045,T/NK cell
SRR10782280,T/NK cell
SRR10790660,B cell plasma
SRR10786507,T/NK cell
SRR10781585,Myeloid cell
SRR10793972,T/NK cell
SRR10783414,Stromal
SRR10782146,Epithelial cells
SRR10793666,Myeloid cell
SRR10785796,Myeloid cell
SRR10778865,T/NK cell
SRR10789846,Myeloid cell
SRR10793801,T/NK cell
SRR10792872,other
SRR10779328,Myeloid cell
SRR10781900,Epithelial cells
SRR10782074,other
SRR10783971,B cell
SRR10795179,B cell plasma
SRR10785877,T/NK cell
SRR10796180,Myeloid cell
SRR10789492,T/NK cell
SRR10796067,Mast cell
SRR10789712,Myeloid cell
SRR10780034,Ciliated
SRR10791487,Endothelial cell
SRR10781891,B cell plasma
SRR10786230,B cell plasma
SRR10779362,T/NK cell
SRR10778489,Myeloid cell
SRR10793201,Myeloid cell
SRR10797492,Endothelial cell
SRR10790343,Epithelial cells
SRR10781848,Stromal
SRR10791888,Stromal
SRR10793234,T/NK cell
SRR10787158,T/NK cell
SRR10781790,Mast cell
SRR10795214,other
SRR10779386,T/NK cell
SRR10795054,Epithelial cells
SRR10779335,Endothelial cell
SRR10787393,Stromal
SRR10793711,Stromal
SRR10798277,Myeloid cell
SRR10783257,Myeloid cell
SRR10793191,Myeloid cell
SRR10793746,T/NK cell
SRR10778247,T/NK cell
SRR10780827,T/NK cell
SRR10778478,Stromal
SRR10794209,Myeloid cell
SRR10797153,T/NK cell
SRR10791699,Myeloid cell
SRR10790168,Stromal
SRR10794801,B cell plasma
SRR10786530,B cell
SRR10780733,Stromal
SRR10780836,B cell plasma
SRR10797339,Stromal
SRR10781714,other
SRR10796402,Myeloid cell
SRR10778803,Myeloid cell
SRR10787928,Myeloid cell
SRR10795328,Epithelial cells
SRR10788242,Myeloid cell
SRR10779903,Epithelial cells
SRR10794663,T/NK cell
SRR10784122,Myeloid cell
SRR10788069,T/NK cell
SRR10782477,T/NK cell
SRR10788337,Endothelial cell
SRR10796902,B cell
SRR10780115,Endothelial cell
SRR10784491,Myeloid cell
SRR10784270,B cell
SRR10796700,Mast cell
SRR10785939,Mast cell
SRR10798260,Myeloid cell
SRR10788765,Myeloid cell
SRR10794748,other
SRR10779363,other
SRR10789653,Myeloid cell
SRR10790891,B cell plasma
SRR10788284,T/NK cell
SRR10784960,plasmacytoid dendritic cell
SRR10792969,Stromal
SRR10793261,Myeloid cell
SRR10795041,T/NK cell
SRR10781556,Endothelial cell
SRR10789246,other
SRR10784775,Myeloid cell
SRR10793037,Epithelial cells
SRR10790038,Myeloid cell
SRR10780109,Epithelial cells
SRR10793269,Epithelial cells
SRR10795377,Epithelial cells
SRR10778141,Myeloid cell
SRR10795804,T/NK cell
SRR10787665,Epithelial cells
SRR10791519,other
SRR10780916,Epithelial cells
SRR10784407,Stromal
SRR10786638,Epithelial cells
SRR10784498,Stromal
SRR10795101,Endothelial cell
SRR10787512,T/NK cell
SRR10782889,Myeloid cell
SRR10783120,T/NK cell
SRR10791084,Myeloid cell
SRR10779685,B cell plasma
SRR10798530,T/NK cell
SRR10794586,other
SRR10789004,Epithelial cells
SRR10788744,B cell plasma
SRR10781147,B cell
SRR10783672,Epithelial cells
SRR10780717,Epithelial cells
SRR10791805,Myeloid cell
SRR10797115,T/NK cell
SRR10777725,B cell plasma
SRR10785654,Stromal
SRR10792886,B cell plasma
