Run,cell_type
SRR10781198,Epithelial cells
SRR10786484,other
SRR10790782,Myeloid cell
SRR10795718,T/NK cell
SRR10789605,other
SRR10798415,other
SRR10786767,Stromal
SRR10795949,Epithelial cells
SRR10792360,T/NK cell
SRR10796645,other
SRR10784250,T/NK cell
SRR10780811,Myeloid cell
SRR10790857,Mast cell
SRR10792228,Endothelial cell
SRR10778030,Myeloid cell
SRR10797914,other
SRR10785694,Epithelial cells
SRR10790616,B cell plasma
SRR10794056,Myeloid cell
SRR10789225,other
SRR10788672,T/NK cell
SRR10787390,B cell
SRR10777491,Myeloid cell
SRR10788045,Mast cell
SRR10789214,Myeloid cell
SRR10780756,Myeloid cell
SRR10785499,Mast cell
SRR10789889,other
SRR10781094,Myeloid cell
SRR10790619,Endothelial cell
SRR10781930,Endothelial cell
SRR10792536,Myeloid cell
SRR10797581,Myeloid cell
SRR10789548,Stromal
SRR10792148,Stromal
SRR10787048,Stromal
SRR10792322,Epithelial cells
SRR10793807,Myeloid cell
SRR10778873,other
SRR10790402,Myeloid cell
SRR10787517,B cell
SRR10795852,Stromal
SRR10777591,T/NK cell
SRR10785812,B cell
SRR10792499,Ciliated
SRR10791141,Epithelial cells
SRR10794846,Myeloid cell
SRR10780514,Stromal
SRR10779531,Myeloid cell
SRR10793651,Stromal
SRR10781468,Epithelial cells
SRR10789682,Mast cell
SRR10788220,Stromal
SRR10780035,Myeloid cell
SRR10782638,T/NK cell
SRR10781084,Myeloid cell
SRR10794933,plasmacytoid dendritic cell
SRR10795349,Epithelial cells
SRR10794977,T/NK cell
SRR10783393,Myeloid cell
SRR10790473,Myeloid cell
SRR10778463,T/NK cell
SRR10783388,Myeloid cell
SRR10788090,Epithelial cells
SRR10785973,Myeloid cell
SRR10790509,other
SRR10783574,Myeloid cell
SRR10792723,Stromal
SRR10778768,Myeloid cell
SRR10779039,Stromal
SRR10779285,Stromal
SRR10793973,T/NK cell
SRR10788252,T/NK cell
SRR10787895,B cell plasma
SRR10785897,Myeloid cell
SRR10779312,Stromal
SRR10779839,Myeloid cell
SRR10785732,Epithelial cells
SRR10777684,Epithelial cells
SRR10797567,Myeloid cell
SRR10777825,T/NK cell
SRR10791315,B cell plasma
SRR10793806,other
SRR10779791,Myeloid cell
SRR10782518,Epithelial cells
SRR10781367,Epithelial cells
SRR10783334,Epithelial cells
SRR10793367,Mast cell
SRR10789376,Epithelial cells
SRR10793514,Epithelial cells
SRR10786192,Stromal
SRR10793566,Endothelial cell
SRR10794089,T/NK cell
SRR10787631,B cell plasma
SRR10781519,Myeloid cell
SRR10791644,T/NK cell
SRR10780380,T/NK cell
SRR10791743,Myeloid cell
SRR10785937,Myeloid cell
SRR10778261,T/NK cell
SRR10777398,other
SRR10785729,Mast cell
SRR10782883,Myeloid cell
SRR10786674,Epithelial cells
SRR10779694,T/NK cell
SRR10794290,other
SRR10793438,Myeloid cell
SRR10779262,Myeloid cell
SRR10790297,Myeloid cell
SRR10785037,Endothelial cell
SRR10785759,Myeloid cell
SRR10782582,T/NK cell
SRR10797741,Stromal
SRR10784898,Stromal
SRR10787778,Epithelial cells
SRR10793958,T/NK cell
SRR10783176,B cell plasma
SRR10797538,B cell plasma
SRR10787488,Epithelial cells
SRR10784263,Epithelial cells
SRR10782584,T/NK cell
SRR10797027,Endothelial cell
SRR10798356,Mast cell
SRR10798151,Epithelial cells
SRR10788777,Epithelial cells
SRR10785606,Myeloid cell
SRR10796027,other
SRR10778762,Stromal
SRR10787213,T/NK cell
SRR10779486,Mast cell
SRR10787063,B cell plasma
SRR10789393,Myeloid cell
SRR10790018,Myeloid cell
SRR10791660,Stromal
SRR10795547,Myeloid cell
SRR10784907,Myeloid cell
SRR10786022,Stromal
SRR10778446,other
SRR10791069,Myeloid cell
SRR10787010,T/NK cell
SRR10796005,Stromal
SRR10785074,Stromal
SRR10782786,T/NK cell
SRR10789438,T/NK cell
SRR10779179,Myeloid cell
SRR10798437,Myeloid cell
SRR10795180,T/NK cell
SRR10784911,Epithelial cells
SRR10798152,Epithelial cells
SRR10798394,B cell
SRR10792662,Endothelial cell
SRR10784162,Epithelial cells
SRR10797349,Stromal
SRR10797832,Stromal
SRR10798270,Stromal
SRR10791648,Myeloid cell
SRR10785818,other
SRR10794424,Myeloid cell
SRR10785863,Myeloid cell
SRR10780135,Epithelial cells
SRR10789096,Myeloid cell
SRR10781736,T/NK cell
SRR10779085,other
SRR10788596,Stromal
SRR10789898,B cell
SRR10790370,B cell plasma
SRR10794711,Myeloid cell
SRR10780096,Myeloid cell
SRR10783802,T/NK cell
SRR10782421,B cell
SRR10781171,Epithelial cells
SRR10787524,T/NK cell
SRR10796337,Myeloid cell
SRR10793377,Stromal
SRR10794129,B cell plasma
SRR10790093,Myeloid cell
SRR10784695,Stromal
SRR10786990,Epithelial cells
SRR10778818,Myeloid cell
SRR10793704,Endothelial cell
SRR10795807,T/NK cell
SRR10793168,Stromal
SRR10796089,B cell plasma
SRR10793714,Epithelial cells
SRR10798536,T/NK cell
SRR10785070,Myeloid cell
SRR10798256,T/NK cell
SRR10794603,Myeloid cell
SRR10781854,T/NK cell
SRR10783851,Myeloid cell
SRR10791185,Myeloid cell
SRR10780540,B cell plasma
SRR10779690,T/NK cell
SRR10777658,T/NK cell
SRR10780100,Endothelial cell
SRR10784844,Stromal
SRR10787362,Stromal
SRR10792862,Myeloid cell
SRR10796349,Epithelial cells
SRR10789079,plasmacytoid dendritic cell
SRR10779629,Stromal
SRR10796748,Epithelial cells
SRR10797281,Epithelial cells
SRR10789525,Myeloid cell
SRR10788619,Stromal
SRR10791903,Myeloid cell
SRR10797014,Stromal
SRR10792272,Stromal
SRR10784108,Myeloid cell
SRR10777783,T/NK cell
SRR10786938,Stromal
SRR10781447,Myeloid cell
SRR10784156,other
SRR10791277,Myeloid cell
SRR10793685,Myeloid cell
SRR10793734,Myeloid cell
SRR10777757,other
SRR10777863,Myeloid cell
SRR10785970,Stromal
SRR10790227,Epithelial cells
SRR10790765,T/NK cell
SRR10789133,Myeloid cell
SRR10779483,Myeloid cell
SRR10783589,Stromal
SRR10794913,T/NK cell
SRR10783939,Stromal
SRR10780517,Endothelial cell
SRR10784007,Mast cell
SRR10785914,Myeloid cell
SRR10786188,T/NK cell
SRR10794386,Stromal
SRR10787627,T/NK cell
SRR10783101,other
SRR10791829,Myeloid cell
SRR10798330,T/NK cell
SRR10778021,T/NK cell
SRR10788559,Epithelial cells
SRR10795467,Stromal
SRR10783081,B cell plasma
SRR10781566,Stromal
SRR10792767,Stromal
SRR10782794,T/NK cell
SRR10787338,Stromal
SRR10782981,Endothelial cell
SRR10789335,Stromal
SRR10785724,Epithelial cells
SRR10795931,Myeloid cell
SRR10793984,Epithelial cells
SRR10777933,Myeloid cell
SRR10791561,T/NK cell
SRR10795199,Mast cell
SRR10798544,Myeloid cell
SRR10783706,other
SRR10786024,T/NK cell
SRR10777785,Stromal
SRR10792043,T/NK cell
SRR10782076,Myeloid cell
SRR10791758,Ciliated
SRR10787332,Stromal
SRR10794131,B cell plasma
SRR10788409,Myeloid cell
SRR10793990,other
SRR10787493,Stromal
SRR10794672,Stromal
SRR10784577,Stromal
SRR10790442,other
SRR10797853,Myeloid cell
SRR10787914,Epithelial cells
SRR10786651,T/NK cell
SRR10798567,Epithelial cells
SRR10796173,other
SRR10787818,T/NK cell
SRR10781319,Myeloid cell
SRR10779150,B cell plasma
SRR10788625,T/NK cell
SRR10792832,Endothelial cell
SRR10798504,Myeloid cell
SRR10788940,Epithelial cells
SRR10786315,T/NK cell
SRR10795663,other
SRR10784467,Myeloid cell
SRR10779023,Myeloid cell
SRR10791731,Myeloid cell
SRR10783505,Stromal
SRR10788358,Epithelial cells
SRR10785168,other
SRR10779591,Myeloid cell
SRR10795696,T/NK cell
SRR10792532,Myeloid cell
SRR10780711,other
SRR10783088,T/NK cell
SRR10797915,other
SRR10791373,Myeloid cell
SRR10780455,Endothelial cell
SRR10789745,Epithelial cells
SRR10787242,Stromal
SRR10783444,other
SRR10777293,Epithelial cells
SRR10784785,Epithelial cells
SRR10780951,Stromal
SRR10791473,Stromal
SRR10778716,Stromal
SRR10785927,other
SRR10785081,Stromal
SRR10787815,T/NK cell
SRR10793841,Myeloid cell
SRR10783453,Myeloid cell
SRR10781654,other
SRR10782161,Myeloid cell
SRR10777244,Myeloid cell
SRR10781205,Stromal
SRR10783814,T/NK cell
SRR10789253,Stromal
SRR10783326,T/NK cell
SRR10787777,Stromal
SRR10778711,Myeloid cell
SRR10780593,T/NK cell
SRR10789872,Ciliated
SRR10788182,other
SRR10778791,Ciliated
SRR10793485,Myeloid cell
SRR10786881,T/NK cell
SRR10790810,T/NK cell
SRR10785743,Myeloid cell
SRR10785496,plasmacytoid dendritic cell
SRR10777753,Stromal
SRR10794816,Myeloid cell
SRR10793787,Stromal
SRR10787417,other
SRR10778598,other
SRR10785883,T/NK cell
SRR10785978,Myeloid cell
SRR10779494,Epithelial cells
SRR10795512,B cell plasma
SRR10789687,T/NK cell
SRR10788992,Epithelial cells
SRR10790508,B cell
SRR10795296,Myeloid cell
SRR10781266,T/NK cell
SRR10793518,Mast cell
SRR10782327,other
SRR10791620,Ciliated
SRR10786661,Myeloid cell
SRR10793236,Epithelial cells
SRR10798465,Epithelial cells
SRR10794470,Myeloid cell
SRR10782594,Myeloid cell
SRR10785896,T/NK cell
SRR10779513,Myeloid cell
SRR10788517,B cell
SRR10780385,T/NK cell
SRR10795137,Epithelial cells
SRR10789542,other
SRR10778457,T/NK cell
SRR10798016,Mast cell
SRR10785712,Epithelial cells
SRR10793847,B cell
SRR10786358,Myeloid cell
SRR10793171,other
SRR10791832,Myeloid cell
SRR10781046,T/NK cell
SRR10785379,Stromal
SRR10783459,T/NK cell
SRR10780306,Epithelial cells
SRR10782211,T/NK cell
SRR10793155,Stromal
SRR10782903,T/NK cell
SRR10778132,T/NK cell
SRR10795119,Stromal
SRR10783561,other
SRR10791477,B cell plasma
SRR10787531,Myeloid cell
SRR10781260,Stromal
SRR10781054,Endothelial cell
SRR10788458,Stromal
SRR10785504,T/NK cell
SRR10795408,Epithelial cells
SRR10785958,Myeloid cell
SRR10790679,Epithelial cells
SRR10790999,T/NK cell
SRR10792467,Myeloid cell
SRR10779618,Epithelial cells
SRR10789606,B cell
SRR10793727,Epithelial cells
SRR10787280,Myeloid cell
SRR10784139,Myeloid cell
SRR10781908,Epithelial cells
SRR10793042,Myeloid cell
SRR10795221,T/NK cell
SRR10796093,Myeloid cell
SRR10794584,Myeloid cell
SRR10793622,Epithelial cells
SRR10798308,Myeloid cell
SRR10781966,Myeloid cell
SRR10780828,T/NK cell
SRR10783755,B cell plasma
SRR10794302,Endothelial cell
SRR10782896,other
SRR10797697,T/NK cell
SRR10793500,Myeloid cell
SRR10784626,T/NK cell
SRR10777458,B cell plasma
SRR10791014,Stromal
SRR10786573,other
SRR10784403,Myeloid cell
SRR10795841,Myeloid cell
SRR10788693,T/NK cell
SRR10781161,Mast cell
SRR10782687,Stromal
SRR10785007,other
SRR10789356,Myeloid cell
SRR10792798,Epithelial cells
SRR10796860,Endothelial cell
SRR10785593,Myeloid cell
SRR10778134,T/NK cell
SRR10785294,other
SRR10779110,Myeloid cell
SRR10789507,Myeloid cell
SRR10788492,T/NK cell
SRR10784821,T/NK cell
SRR10793156,Myeloid cell
SRR10792602,Myeloid cell
SRR10782920,T/NK cell
SRR10782649,Stromal
SRR10796624,other
SRR10778702,Stromal
SRR10782303,Myeloid cell
SRR10780662,other
SRR10794058,Myeloid cell
SRR10779990,other
SRR10792419,T/NK cell
SRR10793283,B cell
SRR10782782,other
SRR10780724,T/NK cell
SRR10778549,B cell plasma
SRR10778199,T/NK cell
SRR10788916,other
SRR10784388,T/NK cell
SRR10783111,Stromal
SRR10780184,T/NK cell
SRR10781769,Myeloid cell
SRR10779007,B cell plasma
SRR10778671,Myeloid cell
SRR10782820,Myeloid cell
SRR10778077,Myeloid cell
SRR10777975,Myeloid cell
SRR10783371,Myeloid cell
SRR10786324,Myeloid cell
SRR10784747,other
SRR10795253,T/NK cell
SRR10787396,T/NK cell
SRR10778299,Myeloid cell
SRR10793800,T/NK cell
SRR10781829,Myeloid cell
SRR10783664,Epithelial cells
SRR10777637,Epithelial cells
SRR10782663,Myeloid cell
SRR10784196,Endothelial cell
SRR10786220,Epithelial cells
SRR10792851,Stromal
SRR10779911,T/NK cell
SRR10790182,T/NK cell
SRR10787680,Epithelial cells
SRR10787581,T/NK cell
SRR10792365,Myeloid cell
SRR10798303,Stromal
SRR10795106,B cell plasma
SRR10783675,Stromal
SRR10792098,Epithelial cells
SRR10796852,Stromal
SRR10791049,Stromal
SRR10788829,B cell
SRR10784369,other
SRR10793309,T/NK cell
SRR10794431,Stromal
SRR10779114,Epithelial cells
SRR10780279,Epithelial cells
SRR10790235,Myeloid cell
SRR10795637,T/NK cell
SRR10780357,Myeloid cell
SRR10794477,Epithelial cells
SRR10790583,Endothelial cell
SRR10780276,Epithelial cells
SRR10789923,T/NK cell
SRR10780556,T/NK cell
SRR10796986,T/NK cell
SRR10786918,other
SRR10791336,Endothelial cell
SRR10777404,Myeloid cell
SRR10789596,Epithelial cells
SRR10781623,Myeloid cell
SRR10784171,Myeloid cell
SRR10785419,Myeloid cell
SRR10786112,Myeloid cell
SRR10793598,Myeloid cell
SRR10786037,Stromal
SRR10797527,other
SRR10784859,Epithelial cells
SRR10779890,Stromal
SRR10796468,T/NK cell
SRR10778284,Myeloid cell
SRR10787202,Myeloid cell
SRR10794882,Myeloid cell
SRR10798565,B cell
SRR10789707,Stromal
SRR10781620,Stromal
SRR10785750,Myeloid cell
SRR10790905,Stromal
SRR10798359,B cell plasma
SRR10794012,other
SRR10781442,Epithelial cells
SRR10783651,Myeloid cell
SRR10783035,T/NK cell
SRR10780886,Stromal
SRR10795568,Endothelial cell
SRR10778781,T/NK cell
SRR10780920,T/NK cell
SRR10794928,Endothelial cell
SRR10782929,Myeloid cell
SRR10792922,Myeloid cell
SRR10786344,other
SRR10789984,Epithelial cells
SRR10782160,B cell plasma
SRR10785834,Endothelial cell
SRR10794660,Myeloid cell
SRR10795705,B cell plasma
SRR10788639,other
SRR10783548,Myeloid cell
SRR10793474,Mast cell
SRR10778501,other
SRR10779527,Myeloid cell
SRR10792895,T/NK cell
SRR10783062,B cell plasma
SRR10793902,Epithelial cells
SRR10794379,Myeloid cell
SRR10781031,Myeloid cell
SRR10791150,Myeloid cell
SRR10782578,B cell plasma
SRR10786712,Myeloid cell
SRR10781117,Myeloid cell
SRR10789611,Myeloid cell
SRR10787028,T/NK cell
SRR10795620,Epithelial cells
SRR10792692,Myeloid cell
SRR10798366,T/NK cell
SRR10780178,Epithelial cells
SRR10796819,Stromal
SRR10792592,T/NK cell
SRR10783991,Epithelial cells
SRR10789098,Mast cell
SRR10787802,T/NK cell
SRR10784443,B cell
SRR10791694,Epithelial cells
SRR10780300,Myeloid cell
SRR10779257,Myeloid cell
SRR10781582,Myeloid cell
SRR10790630,Endothelial cell
SRR10784802,T/NK cell
SRR10793366,Myeloid cell
SRR10781107,T/NK cell
SRR10797483,Myeloid cell
SRR10787694,Mast cell
SRR10783925,T/NK cell
SRR10798293,Epithelial cells
SRR10779414,Myeloid cell
SRR10789457,other
SRR10791882,B cell
SRR10779805,T/NK cell
SRR10796196,T/NK cell
SRR10782690,Myeloid cell
SRR10783454,Epithelial cells
SRR10778377,Myeloid cell
SRR10779203,T/NK cell
SRR10794643,Mast cell
SRR10782031,Myeloid cell
SRR10780129,Myeloid cell
SRR10782400,Epithelial cells
SRR10779171,Myeloid cell
SRR10790024,Mast cell
SRR10786563,T/NK cell
SRR10796495,Stromal
SRR10787485,Myeloid cell
SRR10781387,other
SRR10781529,other
SRR10793003,T/NK cell
SRR10777673,Myeloid cell
SRR10778812,other
SRR10780797,B cell plasma
SRR10790768,Myeloid cell
SRR10790271,T/NK cell
SRR10780989,T/NK cell
SRR10785260,Myeloid cell
SRR10793713,Stromal
SRR10781861,other
SRR10782603,B cell plasma
SRR10798024,T/NK cell
SRR10795148,Myeloid cell
SRR10784750,Myeloid cell
SRR10795961,Stromal
SRR10792298,Epithelial cells
SRR10796431,Stromal
SRR10780020,Endothelial cell
SRR10790572,T/NK cell
SRR10796648,other
SRR10783034,other
SRR10779221,Mast cell
SRR10790148,B cell plasma
SRR10789344,other
SRR10792729,T/NK cell
SRR10796127,T/NK cell
SRR10790051,Myeloid cell
SRR10791369,Myeloid cell
SRR10778100,Stromal
SRR10789192,other
SRR10782290,B cell
SRR10790845,Endothelial cell
SRR10786309,Myeloid cell
SRR10787243,Stromal
SRR10797885,T/NK cell
SRR10795172,Stromal
SRR10794983,T/NK cell
SRR10784532,T/NK cell
SRR10791445,Stromal
SRR10796873,T/NK cell
SRR10783206,Stromal
SRR10781728,B cell plasma
SRR10793520,Endothelial cell
SRR10785679,T/NK cell
SRR10795939,T/NK cell
SRR10797103,Myeloid cell
SRR10794591,Myeloid cell
SRR10779799,B cell plasma
SRR10783050,Myeloid cell
SRR10794029,T/NK cell
SRR10787264,Myeloid cell
SRR10780713,other
SRR10788208,T/NK cell
SRR10798582,Epithelial cells
SRR10781017,Stromal
SRR10791357,Stromal
SRR10791698,other
SRR10777771,Epithelial cells
SRR10778359,Myeloid cell
SRR10798153,Epithelial cells
SRR10797999,Myeloid cell
SRR10789603,other
SRR10791633,Myeloid cell
SRR10785886,T/NK cell
SRR10781675,T/NK cell
SRR10796390,Stromal
SRR10778858,other
SRR10779846,Myeloid cell
SRR10786972,T/NK cell
SRR10777286,Endothelial cell
SRR10784619,Myeloid cell
SRR10793509,Myeloid cell
SRR10783420,Endothelial cell
SRR10792206,T/NK cell
SRR10790376,Epithelial cells
SRR10794286,other
SRR10796238,Stromal
SRR10780868,Stromal
SRR10789573,B cell
SRR10787453,T/NK cell
SRR10793166,Stromal
SRR10792072,Myeloid cell
SRR10782565,Epithelial cells
SRR10783255,other
SRR10783471,Stromal
SRR10786554,other
SRR10790191,other
SRR10786810,B cell plasma
SRR10788428,T/NK cell
SRR10795167,Myeloid cell
SRR10795730,Myeloid cell
SRR10788759,B cell plasma
SRR10789860,T/NK cell
SRR10779949,T/NK cell
SRR10778513,Stromal
SRR10795203,Stromal
SRR10778096,T/NK cell
SRR10783493,other
SRR10778780,Endothelial cell
SRR10794486,Myeloid cell
SRR10780116,Epithelial cells
SRR10795037,Myeloid cell
SRR10790382,Endothelial cell
SRR10787465,Epithelial cells
SRR10794835,B cell plasma
SRR10780057,T/NK cell
SRR10792026,Myeloid cell
SRR10779094,Epithelial cells
SRR10777627,Myeloid cell
SRR10795920,T/NK cell
SRR10786978,T/NK cell
SRR10797572,plasmacytoid dendritic cell
SRR10777561,other
SRR10789678,T/NK cell
SRR10783642,Myeloid cell
SRR10786570,Epithelial cells
SRR10780995,Stromal
SRR10782398,other
SRR10780870,Endothelial cell
SRR10779296,Stromal
SRR10786247,Stromal
SRR10792077,T/NK cell
SRR10794654,Epithelial cells
SRR10795174,T/NK cell
SRR10784327,Stromal
SRR10787131,Stromal
SRR10791264,other
SRR10782110,B cell plasma
SRR10786495,Myeloid cell
SRR10789763,Epithelial cells
SRR10795846,B cell plasma
SRR10789718,Myeloid cell
SRR10777391,T/NK cell
SRR10797896,Epithelial cells
SRR10780532,Epithelial cells
SRR10797180,B cell plasma
SRR10786257,Stromal
SRR10787223,Myeloid cell
SRR10791056,T/NK cell
SRR10784865,Myeloid cell
SRR10797450,Stromal
SRR10782134,Stromal
SRR10798561,Myeloid cell
SRR10794053,other
SRR10792482,T/NK cell
SRR10781300,T/NK cell
SRR10792665,T/NK cell
SRR10789899,Myeloid cell
SRR10790800,Myeloid cell
SRR10789684,T/NK cell
SRR10781036,Stromal
SRR10787041,Endothelial cell
SRR10788568,Myeloid cell
SRR10795475,Epithelial cells
SRR10785918,Epithelial cells
SRR10781619,Myeloid cell
SRR10782626,Myeloid cell
SRR10778220,Myeloid cell
SRR10781077,Myeloid cell
SRR10781405,Myeloid cell
SRR10782758,plasmacytoid dendritic cell
SRR10782940,plasmacytoid dendritic cell
SRR10796541,Epithelial cells
SRR10778502,other
SRR10793460,B cell plasma
SRR10784203,T/NK cell
SRR10778294,B cell
SRR10784867,Myeloid cell
SRR10786623,other
SRR10795758,T/NK cell
SRR10782333,Myeloid cell
SRR10789662,other
SRR10784757,Stromal
SRR10782738,Mast cell
SRR10789334,Myeloid cell
SRR10783181,T/NK cell
SRR10789759,Epithelial cells
SRR10786123,T/NK cell
SRR10797933,plasmacytoid dendritic cell
SRR10782347,T/NK cell
SRR10797964,Stromal
SRR10789409,Mast cell
SRR10794954,Myeloid cell
SRR10785368,T/NK cell
SRR10798602,Endothelial cell
SRR10782371,Mast cell
SRR10777235,Endothelial cell
SRR10797149,Myeloid cell
SRR10777531,Myeloid cell
SRR10797080,Epithelial cells
SRR10778200,T/NK cell
SRR10784857,B cell
SRR10784276,Myeloid cell
SRR10780254,Endothelial cell
SRR10789303,Endothelial cell
SRR10777420,B cell plasma
SRR10789501,Epithelial cells
SRR10794784,Myeloid cell
SRR10790064,Epithelial cells
SRR10787743,Stromal
SRR10783338,other
SRR10793353,Epithelial cells
SRR10778060,Stromal
SRR10779097,Epithelial cells
SRR10787724,T/NK cell
SRR10788401,other
SRR10779992,T/NK cell
SRR10798569,Myeloid cell
SRR10783169,Myeloid cell
SRR10794939,Myeloid cell
SRR10786985,T/NK cell
SRR10781125,Myeloid cell
SRR10784037,T/NK cell
SRR10785968,Myeloid cell
SRR10794860,T/NK cell
SRR10789694,T/NK cell
SRR10784660,T/NK cell
SRR10778375,T/NK cell
SRR10793960,T/NK cell
SRR10790726,Stromal
SRR10781288,T/NK cell
SRR10778496,Stromal
SRR10782429,Stromal
SRR10794176,Myeloid cell
SRR10792445,T/NK cell
SRR10795255,B cell plasma
SRR10777269,other
SRR10788731,other
SRR10798620,T/NK cell
SRR10780211,T/NK cell
SRR10798169,Epithelial cells
SRR10794054,Myeloid cell
SRR10780359,Myeloid cell
SRR10784161,Myeloid cell
SRR10781344,T/NK cell
SRR10793461,T/NK cell
SRR10782297,Stromal
SRR10796538,Myeloid cell
SRR10779907,T/NK cell
SRR10795685,Endothelial cell
SRR10788067,B cell plasma
SRR10786215,T/NK cell
SRR10798189,T/NK cell
SRR10791188,Epithelial cells
SRR10791872,T/NK cell
SRR10797342,Myeloid cell
SRR10791670,T/NK cell
SRR10777776,Myeloid cell
SRR10789395,other
SRR10793192,T/NK cell
SRR10789727,T/NK cell
SRR10783867,Stromal
SRR10790348,Myeloid cell
SRR10783582,T/NK cell
SRR10789810,Epithelial cells
SRR10777879,Myeloid cell
SRR10785455,Mast cell
SRR10779526,B cell
SRR10781827,Myeloid cell
SRR10779806,T/NK cell
SRR10785494,Epithelial cells
SRR10784434,Myeloid cell
SRR10795325,Stromal
SRR10797423,Epithelial cells
SRR10784643,Myeloid cell
SRR10783479,Myeloid cell
SRR10786806,Epithelial cells
SRR10786162,Epithelial cells
SRR10798623,Mast cell
SRR10779185,other
SRR10786222,Myeloid cell
SRR10777623,Stromal
SRR10779144,Myeloid cell
SRR10791678,T/NK cell
SRR10786529,T/NK cell
SRR10793541,other
SRR10778626,Stromal
SRR10789663,other
SRR10786733,Epithelial cells
SRR10782197,Epithelial cells
SRR10780592,plasmacytoid dendritic cell
SRR10785601,Mast cell
SRR10795507,T/NK cell
SRR10788734,T/NK cell
SRR10782752,Stromal
SRR10778296,B cell
SRR10790721,Myeloid cell
SRR10783916,Myeloid cell
SRR10782342,T/NK cell
SRR10795509,Epithelial cells
SRR10795275,T/NK cell
SRR10777290,Myeloid cell
SRR10797709,other
SRR10783811,T/NK cell
SRR10786876,T/NK cell
SRR10788728,Myeloid cell
SRR10795313,other
SRR10796492,T/NK cell
SRR10784086,Endothelial cell
SRR10793358,Epithelial cells
